House,EnergyProduction
480,589.986
481,517.286
482,589.986
483,475.594
484,525.062
485,671.028
486,561.974
487,621.778
488,589.986
489,561.974
490,584.718
491,538.152
492,685.35
493,730.842
494,535.194
495,469.196
496,483.958
497,634.422
498,674.672
499,734.932
500,596.186
