ID,Label,House,Year,Month,Temperature,Daylight,EnergyProduction
154,9,7,2012,4,12.9,177.1,717
155,10,7,2012,5,18.4,216.8,843
156,11,7,2012,6,21.2,137.9,710
157,12,7,2012,7,26.2,144.5,753
158,13,7,2012,8,28.8,256.8,958
159,14,7,2012,9,25,155.2,723
160,15,7,2012,10,17.5,198.4,740
161,16,7,2012,11,10.3,187.2,611
162,17,7,2012,12,4.9,200.3,615
163,18,7,2013,1,3.3,244.2,766
164,19,7,2013,2,3.7,206,753
165,20,7,2013,3,9.8,224.3,867
166,21,7,2013,4,12.9,226.4,869
167,22,7,2013,5,19.1,257.2,970
168,23,7,2013,6,22.8,127.2,673
169,0,8,2011,7,25.9,174.5,662
170,1,8,2011,8,25.8,157.2,625
171,2,8,2011,9,22.9,167.2,569
172,3,8,2011,10,16.6,154.3,520
173,4,8,2011,11,11.5,160.3,457
174,5,8,2011,12,4.2,192.7,482
175,6,8,2012,1,1.7,197.6,529
176,7,8,2012,2,2.8,162.1,495
177,8,8,2012,3,6.8,162.9,584
178,9,8,2012,4,12.7,176.6,659
179,10,8,2012,5,17.7,206.8,701
180,11,8,2012,6,20.5,142.6,609
181,12,8,2012,7,25.2,170.2,625
182,13,8,2012,8,27.2,252.8,760
183,14,8,2012,9,23.9,173.6,587
184,15,8,2012,10,16.7,176.5,552
185,16,8,2012,11,9.3,170.6,458
186,17,8,2012,12,3.6,167.3,438
187,18,8,2013,1,2,217.7,565
188,19,8,2013,2,3.4,185.3,532
189,20,8,2013,3,9.9,204.3,658
190,21,8,2013,4,12.8,213.5,703
191,22,8,2013,5,18.3,247.4,794
192,23,8,2013,6,21.7,124.3,560
193,0,9,2011,7,26.6,175.3,539
194,1,9,2011,8,26.6,163.8,495
195,2,9,2011,9,24.1,174.5,529
196,3,9,2011,10,17.8,142.2,430
197,4,9,2011,11,12.4,154.4,433
198,5,9,2011,12,5.1,193.2,524
199,6,9,2012,1,2.5,201.4,556
200,7,9,2012,2,3.6,159.7,459
201,8,9,2012,3,7.3,154.1,477
202,9,9,2012,4,12.9,166.9,524
203,10,9,2012,5,18.3,201.2,570
204,11,9,2012,6,20.2,148.4,469
205,12,9,2012,7,25.6,177.2,598
206,13,9,2012,8,28.2,257.6,665
207,14,9,2012,9,24.8,169.6,481
208,15,9,2012,10,17.6,171.6,448
209,16,9,2012,11,10.4,161.2,346
210,17,9,2012,12,4.8,176.5,342
211,18,9,2013,1,3.1,220.2,434
212,19,9,2013,2,4.1,185.6,440
213,20,9,2013,3,10.4,187.3,524
214,21,9,2013,4,13.3,201.4,596
215,22,9,2013,5,18.2,240.6,711
216,23,9,2013,6,21.6,125.6,517
217,0,10,2011,7,27,171.4,551
218,1,10,2011,8,26.7,149.2,510
219,2,10,2011,9,24.1,177.3,522
220,3,10,2011,10,17.5,155.4,463
221,4,10,2011,11,12.4,167.9,432
222,5,10,2011,12,4.9,198.4,474
223,6,10,2012,1,2.5,201.5,511
224,7,10,2012,2,3.4,170.4,478
225,8,10,2012,3,7.1,165.3,506
226,9,10,2012,4,13,171.6,545
227,10,10,2012,5,18.4,209.4,589
228,11,10,2012,6,20.9,137.6,482
229,12,10,2012,7,26.1,157.8,515
230,13,10,2012,8,28.6,252.5,649
231,14,10,2012,9,25,159.1,495
232,15,10,2012,10,17.5,181.7,508
233,16,10,2012,11,10.2,175.8,435
234,17,10,2012,12,4.8,187.4,460
235,18,10,2013,1,3.1,232.2,568
236,19,10,2013,2,3.8,197.8,529
237,20,10,2013,3,10.1,208.4,594
238,21,10,2013,4,13.2,213.8,605
239,22,10,2013,5,19,250.6,676
240,23,10,2013,6,22.5,126,455
241,0,11,2011,7,27,171.4,551
242,1,11,2011,8,26.7,149.2,510
243,2,11,2011,9,24.1,177.3,522
244,3,11,2011,10,17.5,155.4,463
245,4,11,2011,11,12.4,167.9,432
246,5,11,2011,12,4.9,198.4,474
247,6,11,2012,1,2.5,201.5,511
248,7,11,2012,2,3.4,170.4,478
249,8,11,2012,3,7.1,165.3,506
250,9,11,2012,4,13,171.6,545
251,10,11,2012,5,18.4,209.4,589
252,11,11,2012,6,20.9,137.6,482
253,12,11,2012,7,26.1,157.8,515
254,13,11,2012,8,28.6,252.5,649
255,14,11,2012,9,25,159.1,495
256,15,11,2012,10,17.5,181.7,508
257,16,11,2012,11,10.2,175.8,435
258,17,11,2012,12,4.8,187.4,460
259,18,11,2013,1,3.1,232.2,568
260,19,11,2013,2,3.8,197.8,529
261,20,11,2013,3,10.1,208.4,594
262,21,11,2013,4,13.2,213.8,605
263,22,11,2013,5,19,250.6,676
264,23,11,2013,6,22.5,126,455
265,0,12,2011,7,24.8,178.1,783
266,1,12,2011,8,24.7,173.8,749
267,2,12,2011,9,21.4,159.8,603
268,3,12,2011,10,15.3,164.6,601
269,4,12,2011,11,10.6,163.7,491
270,5,12,2011,12,3.4,191.9,503
271,6,12,2012,1,0.8,195,552
272,7,12,2012,2,2,161.8,536
273,8,12,2012,3,6.2,168,674
274,9,12,2012,4,12.1,188.1,776
275,10,12,2012,5,16.7,205.8,821
276,11,12,2012,6,20.2,148.2,732
277,12,12,2012,7,24.3,167,722
278,13,12,2012,8,25.8,256.7,900
279,14,12,2012,9,22.8,181.1,694
280,15,12,2012,10,15.6,184.5,625
281,16,12,2012,11,8.3,181.2,514
282,17,12,2012,12,2.4,158.1,446
283,18,12,2013,1,0.9,213.8,582
284,19,12,2013,2,2.6,183.4,560
285,20,12,2013,3,9.3,217.4,759
286,21,12,2013,4,11.9,225.1,828
287,22,12,2013,5,17.7,250.6,922
288,23,12,2013,6,21.1,121.8,670
289,0,13,2011,7,26,175,671
290,1,13,2011,8,25.7,165.8,634
291,2,13,2011,9,22.7,169.9,556
292,3,13,2011,10,16.2,165.7,544
293,4,13,2011,11,11.5,171.3,466
294,5,13,2011,12,4.1,197.6,495
295,6,13,2012,1,1.6,199,533
296,7,13,2012,2,2.6,170.1,518
297,8,13,2012,3,6.5,170.4,596
298,9,13,2012,4,12.4,183,662
299,10,13,2012,5,17.5,208.4,709
300,11,13,2012,6,20.7,143.1,605
301,12,13,2012,7,25.2,154.6,612
302,13,13,2012,8,27.2,256.4,789
303,14,13,2012,9,23.9,166.6,602
304,15,13,2012,10,16.5,189.7,581
305,16,13,2012,11,9.2,186.4,490
306,17,13,2012,12,3.6,178.3,468
307,18,13,2013,1,2,228.3,585
308,19,13,2013,2,3,195.9,557
309,20,13,2013,3,9.5,221.5,695
310,21,13,2013,4,12.3,225.4,730
311,22,13,2013,5,18.4,253.8,804
312,23,13,2013,6,21.9,123.5,565
313,0,14,2011,7,27,171.4,551
314,1,14,2011,8,26.7,149.2,510
315,2,14,2011,9,24.1,177.3,522
316,3,14,2011,10,17.5,155.4,463
317,4,14,2011,11,12.4,167.9,432
318,5,14,2011,12,4.9,198.4,474
319,6,14,2012,1,2.5,201.5,511
320,7,14,2012,2,3.4,170.4,478
321,8,14,2012,3,7.1,165.3,506
322,9,14,2012,4,13,171.6,545
323,10,14,2012,5,18.4,209.4,589
324,11,14,2012,6,20.9,137.6,482
325,12,14,2012,7,26.1,157.8,515
326,13,14,2012,8,28.6,252.5,649
327,14,14,2012,9,25,159.1,495
328,15,14,2012,10,17.5,181.7,508
329,16,14,2012,11,10.2,175.8,435
330,17,14,2012,12,4.8,187.4,460
331,18,14,2013,1,3.1,232.2,568
332,19,14,2013,2,3.8,197.8,529
333,20,14,2013,3,10.1,208.4,594
334,21,14,2013,4,13.2,213.8,605
335,22,14,2013,5,19,250.6,676
336,23,14,2013,6,22.5,126,455
337,0,15,2011,7,26.2,178.9,740
338,1,15,2011,8,25.8,169.7,731
339,2,15,2011,9,22.8,170.2,694
340,3,15,2011,10,16.4,169.1,688
341,4,15,2011,11,11.4,169.1,650
342,5,15,2011,12,4.2,199.5,763
343,6,15,2012,1,1.8,203.1,765
344,7,15,2012,2,2.8,178.2,706
345,8,15,2012,3,6.7,172.7,788
346,9,15,2012,4,12.6,182.2,831
347,10,15,2012,5,17.6,214.2,955
348,11,15,2012,6,20.8,143,837
349,12,15,2012,7,25.3,156.9,863
350,13,15,2012,8,27.4,257.1,1069
351,14,15,2012,9,24,169.8,815
352,15,15,2012,10,16.7,193.2,784
353,16,15,2012,11,9.4,182,634
354,17,15,2012,12,3.8,180.1,593
355,18,15,2013,1,2.2,229.7,763
356,19,15,2013,2,3.3,193.5,756
357,20,15,2013,3,9.7,220.2,931
358,21,15,2013,4,12.5,226.1,967
359,22,15,2013,5,18.5,254,1088
360,23,15,2013,6,22,125.5,778
361,0,16,2011,7,25.6,179,659
362,1,16,2011,8,25.5,180.5,619
363,2,16,2011,9,22.7,167.1,563
364,3,16,2011,10,16.5,152.6,511
365,4,16,2011,11,11.5,157.8,467
366,5,16,2011,12,4.3,192.4,545
367,6,16,2012,1,1.6,198.9,578
368,7,16,2012,2,2.8,159.5,499
369,8,16,2012,3,6.7,159.2,567
370,9,16,2012,4,12.3,178.3,641
371,10,16,2012,5,17.4,200.3,690
372,11,16,2012,6,19.9,153.9,592
373,12,16,2012,7,24.7,174.1,695
374,13,16,2012,8,26.8,261.5,805
375,14,16,2012,9,23.7,177.1,588
376,15,16,2012,10,16.6,179.6,520
377,16,16,2012,11,9.4,171.8,402
378,17,16,2012,12,3.6,167.4,350
379,18,16,2013,1,2,216.3,451
380,19,16,2013,2,3.3,183.7,468
381,20,16,2013,3,9.8,200.4,625
382,21,16,2013,4,12.5,213,721
383,22,16,2013,5,17.5,243.8,839
384,23,16,2013,6,21.1,123.1,627
385,0,17,2011,7,26.8,188.8,706
386,1,17,2011,8,26.8,179.1,684
387,2,17,2011,9,23.2,167.4,595
388,3,17,2011,10,17.2,175.5,597
389,4,17,2011,11,12,173.7,518
390,5,17,2011,12,4.9,217.7,580
391,6,17,2012,1,2.2,215.3,616
392,7,17,2012,2,3.5,178.8,579
393,8,17,2012,3,7.8,181.6,651
394,9,17,2012,4,13.8,201.6,725
395,10,17,2012,5,18.4,218.7,749
396,11,17,2012,6,21.8,152.1,645
397,12,17,2012,7,26.2,169.8,661
398,13,17,2012,8,27.8,257.9,822
399,14,17,2012,9,24.7,183.2,665
400,15,17,2012,10,17.4,201.2,655
401,16,17,2012,11,9.7,203.5,582
402,17,17,2012,12,3.8,194.2,534
403,18,17,2013,1,2,234.6,640
404,19,17,2013,2,4.2,201.8,638
405,20,17,2013,3,11.2,234,778
406,21,17,2013,4,13.6,237.1,758
407,22,17,2013,5,19.2,258.4,838
408,23,17,2013,6,22.7,122.9,586
409,0,18,2011,7,26.9,179.8,624
410,1,18,2011,8,26.8,159.8,593
411,2,18,2011,9,23.8,171,565
412,3,18,2011,10,17.5,159.7,518
413,4,18,2011,11,12.2,165.3,470
414,5,18,2011,12,5,205.6,520
415,6,18,2012,1,2.4,207.7,561
416,7,18,2012,2,3.6,170.6,517
417,8,18,2012,3,7.6,169.6,573
418,9,18,2012,4,13.6,183.4,634
419,10,18,2012,5,18.5,213.2,665
420,11,18,2012,6,21.3,144.6,565
421,12,18,2012,7,26.1,171.6,594
422,13,18,2012,8,28.2,253.4,721
423,14,18,2012,9,24.9,174.6,572
424,15,18,2012,10,17.5,184.9,567
425,16,18,2012,11,10,181.8,492
426,17,18,2012,12,4.3,185.3,482
427,18,18,2013,1,2.5,228.1,594
428,19,18,2013,2,4.2,194.5,571
429,20,18,2013,3,10.9,212.6,667
430,21,18,2013,4,13.6,219.5,668
431,22,18,2013,5,19,251.3,752
432,23,18,2013,6,22.5,124.8,518
433,0,19,2011,7,25.6,179,659
434,1,19,2011,8,25.5,180.5,619
435,2,19,2011,9,22.7,167.1,563
436,3,19,2011,10,16.5,152.6,511
437,4,19,2011,11,11.5,157.8,467
438,5,19,2011,12,4.3,192.4,545
439,6,19,2012,1,1.6,198.9,578
440,7,19,2012,2,2.8,159.5,499
441,8,19,2012,3,6.7,159.2,567
442,9,19,2012,4,12.3,178.3,641
443,10,19,2012,5,17.4,200.3,690
444,11,19,2012,6,19.9,153.9,592
445,12,19,2012,7,24.7,174.1,695
446,13,19,2012,8,26.8,261.5,805
447,14,19,2012,9,23.7,177.1,588
448,15,19,2012,10,16.6,179.6,520
449,16,19,2012,11,9.4,171.8,402
450,17,19,2012,12,3.6,167.4,350
451,18,19,2013,1,2,216.3,451
452,19,19,2013,2,3.3,183.7,468
453,20,19,2013,3,9.8,200.4,625
454,21,19,2013,4,12.5,213,721
455,22,19,2013,5,17.5,243.8,839
456,23,19,2013,6,21.1,123.1,627
457,0,20,2011,7,26,182.7,567
458,1,20,2011,8,26.1,161.1,523
459,2,20,2011,9,23.7,173.5,511
460,3,20,2011,10,17.5,138.8,420
461,4,20,2011,11,12.6,147.5,390
462,5,20,2011,12,5.3,185.6,426
463,6,20,2012,1,2.7,191.8,471
464,7,20,2012,2,3.5,160.7,441
465,8,20,2012,3,7.1,152.6,496
466,9,20,2012,4,12.3,170,547
467,10,20,2012,5,17.5,205.3,595
468,11,20,2012,6,19.5,157.5,523
469,12,20,2012,7,24.8,174.6,551
470,13,20,2012,8,27.4,260.1,646
471,14,20,2012,9,24.5,173.8,476
472,15,20,2012,10,17.7,173.8,472
473,16,20,2012,11,10.9,158.7,386
474,17,20,2012,12,5.4,172.4,399
475,18,20,2013,1,3.4,222.4,509
476,19,20,2013,2,4.2,184.8,481
477,20,20,2013,3,10,189.3,540
478,21,20,2013,4,12.9,198.2,575
479,22,20,2013,5,17.1,244.2,679
480,23,20,2013,6,20.8,126.3,467
481,0,21,2011,7,26.3,187.1,645
482,1,21,2011,8,26.2,173.6,629
483,2,21,2011,9,23.6,176.5,636
484,3,21,2011,10,17.3,153.7,588
485,4,21,2011,11,12.5,156.3,583
486,5,21,2011,12,5.3,192.4,707
487,6,21,2012,1,2.8,197.3,707
488,7,21,2012,2,3.5,176.8,652
489,8,21,2012,3,6.9,162.5,700
490,9,21,2012,4,12.2,175.5,719
491,10,21,2012,5,17.5,212.7,849
492,11,21,2012,6,19.8,157.8,752
493,12,21,2012,7,24.9,161.4,789
494,13,21,2012,8,27.6,264.4,954
495,14,21,2012,9,24.6,169.9,705
496,15,21,2012,10,17.7,190.5,703
497,16,21,2012,11,11,170.1,562
498,17,21,2012,12,5.6,185.3,554
499,18,21,2013,1,3.6,234.4,707
500,19,21,2013,2,4,192.9,705
501,20,21,2013,3,9.8,205.1,814
502,21,21,2013,4,12.6,210.8,839
503,22,21,2013,5,17.3,250.9,972
504,23,21,2013,6,21.1,127.5,684
505,0,22,2011,7,25.9,174.5,662
506,1,22,2011,8,25.8,157.2,625
507,2,22,2011,9,22.9,167.2,569
508,3,22,2011,10,16.6,154.3,520
509,4,22,2011,11,11.5,160.3,457
510,5,22,2011,12,4.2,192.7,482
511,6,22,2012,1,1.7,197.6,529
512,7,22,2012,2,2.8,162.1,495
513,8,22,2012,3,6.8,162.9,584
514,9,22,2012,4,12.7,176.6,659
515,10,22,2012,5,17.7,206.8,701
516,11,22,2012,6,20.5,142.6,609
517,12,22,2012,7,25.2,170.2,625
518,13,22,2012,8,27.2,252.8,760
519,14,22,2012,9,23.9,173.6,587
520,15,22,2012,10,16.7,176.5,552
521,16,22,2012,11,9.3,170.6,458
522,17,22,2012,12,3.6,167.3,438
523,18,22,2013,1,2,217.7,565
524,19,22,2013,2,3.4,185.3,532
525,20,22,2013,3,9.9,204.3,658
526,21,22,2013,4,12.8,213.5,703
527,22,22,2013,5,18.3,247.4,794
528,23,22,2013,6,21.7,124.3,560
529,0,23,2011,7,26.1,183.3,576
530,1,23,2011,8,26,169.7,532
531,2,23,2011,9,23.5,176.2,498
532,3,23,2011,10,17.2,150.3,444
533,4,23,2011,11,12.6,158.4,399
534,5,23,2011,12,5.2,190.5,439
535,6,23,2012,1,2.7,193.2,475
536,7,23,2012,2,3.3,168.7,464
537,8,23,2012,3,6.8,160.2,508
538,9,23,2012,4,12,176.3,550
539,10,23,2012,5,17.3,206.9,603
540,11,23,2012,6,19.7,158,519
541,12,23,2012,7,24.8,159.1,538
542,13,23,2012,8,27.4,263.7,674
543,14,23,2012,9,24.5,166.7,491
544,15,23,2012,10,17.5,187,500
545,16,23,2012,11,10.8,174.5,418
546,17,23,2012,12,5.4,183.4,429
547,18,23,2013,1,3.4,233,529
548,19,23,2013,2,3.8,195.4,506
549,20,23,2013,3,9.6,206.5,577
550,21,23,2013,4,12.5,210,601
551,22,23,2013,5,17.2,250.7,688
552,23,23,2013,6,21,125.6,471
553,0,24,2011,7,24.8,178.1,783
554,1,24,2011,8,24.7,173.8,749
555,2,24,2011,9,21.4,159.8,603
556,3,24,2011,10,15.3,164.6,601
557,4,24,2011,11,10.6,163.7,491
558,5,24,2011,12,3.4,191.9,503
559,6,24,2012,1,0.8,195,552
560,7,24,2012,2,2,161.8,536
561,8,24,2012,3,6.2,168,674
562,9,24,2012,4,12.1,188.1,776
563,10,24,2012,5,16.7,205.8,821
564,11,24,2012,6,20.2,148.2,732
565,12,24,2012,7,24.3,167,722
566,13,24,2012,8,25.8,256.7,900
567,14,24,2012,9,22.8,181.1,694
568,15,24,2012,10,15.6,184.5,625
569,16,24,2012,11,8.3,181.2,514
570,17,24,2012,12,2.4,158.1,446
571,18,24,2013,1,0.9,213.8,582
572,19,24,2013,2,2.6,183.4,560
573,20,24,2013,3,9.3,217.4,759
574,21,24,2013,4,11.9,225.1,828
575,22,24,2013,5,17.7,250.6,922
576,23,24,2013,6,21.1,121.8,670
577,0,25,2011,7,26.1,183.3,576
578,1,25,2011,8,26,169.7,532
579,2,25,2011,9,23.5,176.2,498
580,3,25,2011,10,17.2,150.3,444
581,4,25,2011,11,12.6,158.4,399
582,5,25,2011,12,5.2,190.5,439
583,6,25,2012,1,2.7,193.2,475
584,7,25,2012,2,3.3,168.7,464
585,8,25,2012,3,6.8,160.2,508
586,9,25,2012,4,12,176.3,550
587,10,25,2012,5,17.3,206.9,603
588,11,25,2012,6,19.7,158,519
589,12,25,2012,7,24.8,159.1,538
590,13,25,2012,8,27.4,263.7,674
591,14,25,2012,9,24.5,166.7,491
592,15,25,2012,10,17.5,187,500
593,16,25,2012,11,10.8,174.5,418
594,17,25,2012,12,5.4,183.4,429
595,18,25,2013,1,3.4,233,529
596,19,25,2013,2,3.8,195.4,506
597,20,25,2013,3,9.6,206.5,577
598,21,25,2013,4,12.5,210,601
599,22,25,2013,5,17.2,250.7,688
600,23,25,2013,6,21,125.6,471
601,0,26,2011,7,27.2,175.2,620
602,1,26,2011,8,26.9,153.1,607
603,2,26,2011,9,24.2,177.6,660
604,3,26,2011,10,17.6,158.8,607
605,4,26,2011,11,12.3,165.8,616
606,5,26,2011,12,5,200.3,742
607,6,26,2012,1,2.6,205.6,743
608,7,26,2012,2,3.6,178.4,665
609,8,26,2012,3,7.3,167.5,698
610,9,26,2012,4,13.2,170.8,715
611,10,26,2012,5,18.6,215.2,835
612,11,26,2012,6,21,137.4,714
613,12,26,2012,7,26.2,160.1,766
614,13,26,2012,8,28.8,253.2,929
615,14,26,2012,9,25.1,162.3,708
616,15,26,2012,10,17.7,185.2,711
617,16,26,2012,11,10.4,171.4,579
618,17,26,2012,12,4.9,189.3,585
619,18,26,2013,1,3.3,233.6,746
620,19,26,2013,2,4.1,195.4,728
621,20,26,2013,3,10.3,207.1,830
622,21,26,2013,4,13.4,214.5,843
623,22,26,2013,5,19,250.8,960
624,23,26,2013,6,22.5,127.9,668
625,0,27,2011,7,27.3,175.8,629
626,1,27,2011,8,26.8,161.7,616
627,2,27,2011,9,24,180.3,647
628,3,27,2011,10,17.3,170.3,631
629,4,27,2011,11,12.3,176.7,625
630,5,27,2011,12,4.9,205.2,755
631,6,27,2012,1,2.6,207,747
632,7,27,2012,2,3.4,186.5,688
633,8,27,2012,3,7,175.1,710
634,9,27,2012,4,12.9,177.1,717
635,10,27,2012,5,18.4,216.8,843
636,11,27,2012,6,21.2,137.9,710
637,12,27,2012,7,26.2,144.5,753
638,13,27,2012,8,28.8,256.8,958
639,14,27,2012,9,25,155.2,723
640,15,27,2012,10,17.5,198.4,740
641,16,27,2012,11,10.3,187.2,611
642,17,27,2012,12,4.9,200.3,615
643,18,27,2013,1,3.3,244.2,766
644,19,27,2013,2,3.7,206,753
645,20,27,2013,3,9.8,224.3,867
646,21,27,2013,4,12.9,226.4,869
647,22,27,2013,5,19.1,257.2,970
648,23,27,2013,6,22.8,127.2,673
649,0,28,2011,7,27.2,184.2,702
650,1,28,2011,8,26.9,172.4,698
651,2,28,2011,9,23.7,174,690
652,3,28,2011,10,17.3,174.6,686
653,4,28,2011,11,12.1,174.1,664
654,5,28,2011,12,5,212.4,802
655,6,28,2012,1,2.5,213.2,797
656,7,28,2012,2,3.6,186.7,727
657,8,28,2012,3,7.5,179.5,776
658,9,28,2012,4,13.4,189,806
659,10,28,2012,5,18.5,220.7,919
660,11,28,2012,6,21.6,144.9,794
661,12,28,2012,7,26.3,158.3,832
662,13,28,2012,8,28.4,257.7,1030
663,14,28,2012,9,24.9,170.8,801
664,15,28,2012,10,17.5,201.5,799
665,16,28,2012,11,10.1,193.2,668
666,17,28,2012,12,4.4,198.2,637
667,18,28,2013,1,2.8,240.1,792
668,19,28,2013,2,4.1,202.7,795
669,20,28,2013,3,10.6,228.5,941
670,21,28,2013,4,13.4,232.1,932
671,22,28,2013,5,19.2,257.9,1046
672,23,28,2013,6,22.8,126,736
673,0,29,2011,7,25.6,179,659
674,1,29,2011,8,25.5,180.5,619
