ID,Label,House,Year,Month,Temperature,Daylight,EnergyProduction
121,1,6,2011,8,24.7,173.8,749
122,2,6,2011,9,21.4,159.8,603
123,3,6,2011,10,15.3,164.6,601
124,4,6,2011,11,10.6,163.7,491
125,5,6,2011,12,3.4,191.9,503
126,6,6,2012,1,0.8,195,552
127,7,6,2012,2,2,161.8,536
128,8,6,2012,3,6.2,168,674
129,9,6,2012,4,12.1,188.1,776
130,10,6,2012,5,16.7,205.8,821
131,11,6,2012,6,20.2,148.2,732
132,12,6,2012,7,24.3,167,722
133,13,6,2012,8,25.8,256.7,900
134,14,6,2012,9,22.8,181.1,694
135,15,6,2012,10,15.6,184.5,625
136,16,6,2012,11,8.3,181.2,514
137,17,6,2012,12,2.4,158.1,446
138,18,6,2013,1,0.9,213.8,582
139,19,6,2013,2,2.6,183.4,560
140,20,6,2013,3,9.3,217.4,759
141,21,6,2013,4,11.9,225.1,828
142,22,6,2013,5,17.7,250.6,922
144,0,7,2011,7,27.3,175.8,629
145,1,7,2011,8,26.8,161.7,616
146,2,7,2011,9,24,180.3,647
147,3,7,2011,10,17.3,170.3,631
148,4,7,2011,11,12.3,176.7,625
149,5,7,2011,12,4.9,205.2,755
150,6,7,2012,1,2.6,207,747
151,7,7,2012,2,3.4,186.5,688
152,8,7,2012,3,7,175.1,710
153,9,7,2012,4,12.9,177.1,717
154,10,7,2012,5,18.4,216.8,843
155,11,7,2012,6,21.2,137.9,710
156,12,7,2012,7,26.2,144.5,753
157,13,7,2012,8,28.8,256.8,958
158,14,7,2012,9,25,155.2,723
159,15,7,2012,10,17.5,198.4,740
160,16,7,2012,11,10.3,187.2,611
161,17,7,2012,12,4.9,200.3,615
162,18,7,2013,1,3.3,244.2,766
163,19,7,2013,2,3.7,206,753
164,20,7,2013,3,9.8,224.3,867
165,21,7,2013,4,12.9,226.4,869
166,22,7,2013,5,19.1,257.2,970
168,0,8,2011,7,25.9,174.5,662
169,1,8,2011,8,25.8,157.2,625
170,2,8,2011,9,22.9,167.2,569
171,3,8,2011,10,16.6,154.3,520
172,4,8,2011,11,11.5,160.3,457
173,5,8,2011,12,4.2,192.7,482
174,6,8,2012,1,1.7,197.6,529
175,7,8,2012,2,2.8,162.1,495
176,8,8,2012,3,6.8,162.9,584
177,9,8,2012,4,12.7,176.6,659
178,10,8,2012,5,17.7,206.8,701
179,11,8,2012,6,20.5,142.6,609
180,12,8,2012,7,25.2,170.2,625
181,13,8,2012,8,27.2,252.8,760
182,14,8,2012,9,23.9,173.6,587
183,15,8,2012,10,16.7,176.5,552
184,16,8,2012,11,9.3,170.6,458
185,17,8,2012,12,3.6,167.3,438
186,18,8,2013,1,2,217.7,565
187,19,8,2013,2,3.4,185.3,532
188,20,8,2013,3,9.9,204.3,658
189,21,8,2013,4,12.8,213.5,703
190,22,8,2013,5,18.3,247.4,794
192,0,9,2011,7,26.6,175.3,539
193,1,9,2011,8,26.6,163.8,495
194,2,9,2011,9,24.1,174.5,529
195,3,9,2011,10,17.8,142.2,430
196,4,9,2011,11,12.4,154.4,433
197,5,9,2011,12,5.1,193.2,524
198,6,9,2012,1,2.5,201.4,556
199,7,9,2012,2,3.6,159.7,459
200,8,9,2012,3,7.3,154.1,477
201,9,9,2012,4,12.9,166.9,524
202,10,9,2012,5,18.3,201.2,570
203,11,9,2012,6,20.2,148.4,469
204,12,9,2012,7,25.6,177.2,598
205,13,9,2012,8,28.2,257.6,665
206,14,9,2012,9,24.8,169.6,481
207,15,9,2012,10,17.6,171.6,448
208,16,9,2012,11,10.4,161.2,346
209,17,9,2012,12,4.8,176.5,342
210,18,9,2013,1,3.1,220.2,434
211,19,9,2013,2,4.1,185.6,440
212,20,9,2013,3,10.4,187.3,524
213,21,9,2013,4,13.3,201.4,596
214,22,9,2013,5,18.2,240.6,711
216,0,10,2011,7,27,171.4,551
217,1,10,2011,8,26.7,149.2,510
218,2,10,2011,9,24.1,177.3,522
219,3,10,2011,10,17.5,155.4,463
220,4,10,2011,11,12.4,167.9,432
221,5,10,2011,12,4.9,198.4,474
222,6,10,2012,1,2.5,201.5,511
223,7,10,2012,2,3.4,170.4,478
224,8,10,2012,3,7.1,165.3,506
225,9,10,2012,4,13,171.6,545
226,10,10,2012,5,18.4,209.4,589
227,11,10,2012,6,20.9,137.6,482
228,12,10,2012,7,26.1,157.8,515
229,13,10,2012,8,28.6,252.5,649
230,14,10,2012,9,25,159.1,495
231,15,10,2012,10,17.5,181.7,508
232,16,10,2012,11,10.2,175.8,435
233,17,10,2012,12,4.8,187.4,460
234,18,10,2013,1,3.1,232.2,568
235,19,10,2013,2,3.8,197.8,529
236,20,10,2013,3,10.1,208.4,594
237,21,10,2013,4,13.2,213.8,605
238,22,10,2013,5,19,250.6,676
240,0,11,2011,7,27,171.4,551
241,1,11,2011,8,26.7,149.2,510
242,2,11,2011,9,24.1,177.3,522
243,3,11,2011,10,17.5,155.4,463
244,4,11,2011,11,12.4,167.9,432
245,5,11,2011,12,4.9,198.4,474
246,6,11,2012,1,2.5,201.5,511
247,7,11,2012,2,3.4,170.4,478
248,8,11,2012,3,7.1,165.3,506
249,9,11,2012,4,13,171.6,545
250,10,11,2012,5,18.4,209.4,589
251,11,11,2012,6,20.9,137.6,482
252,12,11,2012,7,26.1,157.8,515
253,13,11,2012,8,28.6,252.5,649
254,14,11,2012,9,25,159.1,495
255,15,11,2012,10,17.5,181.7,508
256,16,11,2012,11,10.2,175.8,435
257,17,11,2012,12,4.8,187.4,460
258,18,11,2013,1,3.1,232.2,568
259,19,11,2013,2,3.8,197.8,529
260,20,11,2013,3,10.1,208.4,594
261,21,11,2013,4,13.2,213.8,605
262,22,11,2013,5,19,250.6,676
264,0,12,2011,7,24.8,178.1,783
265,1,12,2011,8,24.7,173.8,749
266,2,12,2011,9,21.4,159.8,603
267,3,12,2011,10,15.3,164.6,601
268,4,12,2011,11,10.6,163.7,491
269,5,12,2011,12,3.4,191.9,503
270,6,12,2012,1,0.8,195,552
271,7,12,2012,2,2,161.8,536
272,8,12,2012,3,6.2,168,674
273,9,12,2012,4,12.1,188.1,776
274,10,12,2012,5,16.7,205.8,821
275,11,12,2012,6,20.2,148.2,732
276,12,12,2012,7,24.3,167,722
277,13,12,2012,8,25.8,256.7,900
278,14,12,2012,9,22.8,181.1,694
279,15,12,2012,10,15.6,184.5,625
280,16,12,2012,11,8.3,181.2,514
281,17,12,2012,12,2.4,158.1,446
282,18,12,2013,1,0.9,213.8,582
283,19,12,2013,2,2.6,183.4,560
284,20,12,2013,3,9.3,217.4,759
285,21,12,2013,4,11.9,225.1,828
286,22,12,2013,5,17.7,250.6,922
288,0,13,2011,7,26,175,671
289,1,13,2011,8,25.7,165.8,634
290,2,13,2011,9,22.7,169.9,556
291,3,13,2011,10,16.2,165.7,544
292,4,13,2011,11,11.5,171.3,466
293,5,13,2011,12,4.1,197.6,495
294,6,13,2012,1,1.6,199,533
295,7,13,2012,2,2.6,170.1,518
296,8,13,2012,3,6.5,170.4,596
297,9,13,2012,4,12.4,183,662
298,10,13,2012,5,17.5,208.4,709
299,11,13,2012,6,20.7,143.1,605
300,12,13,2012,7,25.2,154.6,612
301,13,13,2012,8,27.2,256.4,789
302,14,13,2012,9,23.9,166.6,602
303,15,13,2012,10,16.5,189.7,581
304,16,13,2012,11,9.2,186.4,490
305,17,13,2012,12,3.6,178.3,468
306,18,13,2013,1,2,228.3,585
307,19,13,2013,2,3,195.9,557
308,20,13,2013,3,9.5,221.5,695
309,21,13,2013,4,12.3,225.4,730
310,22,13,2013,5,18.4,253.8,804
312,0,14,2011,7,27,171.4,551
313,1,14,2011,8,26.7,149.2,510
314,2,14,2011,9,24.1,177.3,522
315,3,14,2011,10,17.5,155.4,463
316,4,14,2011,11,12.4,167.9,432
317,5,14,2011,12,4.9,198.4,474
318,6,14,2012,1,2.5,201.5,511
319,7,14,2012,2,3.4,170.4,478
320,8,14,2012,3,7.1,165.3,506
321,9,14,2012,4,13,171.6,545
322,10,14,2012,5,18.4,209.4,589
323,11,14,2012,6,20.9,137.6,482
324,12,14,2012,7,26.1,157.8,515
325,13,14,2012,8,28.6,252.5,649
326,14,14,2012,9,25,159.1,495
327,15,14,2012,10,17.5,181.7,508
328,16,14,2012,11,10.2,175.8,435
329,17,14,2012,12,4.8,187.4,460
330,18,14,2013,1,3.1,232.2,568
331,19,14,2013,2,3.8,197.8,529
332,20,14,2013,3,10.1,208.4,594
333,21,14,2013,4,13.2,213.8,605
334,22,14,2013,5,19,250.6,676
336,0,15,2011,7,26.2,178.9,740
337,1,15,2011,8,25.8,169.7,731
338,2,15,2011,9,22.8,170.2,694
339,3,15,2011,10,16.4,169.1,688
340,4,15,2011,11,11.4,169.1,650
341,5,15,2011,12,4.2,199.5,763
342,6,15,2012,1,1.8,203.1,765
343,7,15,2012,2,2.8,178.2,706
344,8,15,2012,3,6.7,172.7,788
345,9,15,2012,4,12.6,182.2,831
346,10,15,2012,5,17.6,214.2,955
347,11,15,2012,6,20.8,143,837
348,12,15,2012,7,25.3,156.9,863
349,13,15,2012,8,27.4,257.1,1069
350,14,15,2012,9,24,169.8,815
351,15,15,2012,10,16.7,193.2,784
352,16,15,2012,11,9.4,182,634
353,17,15,2012,12,3.8,180.1,593
354,18,15,2013,1,2.2,229.7,763
355,19,15,2013,2,3.3,193.5,756
356,20,15,2013,3,9.7,220.2,931
357,21,15,2013,4,12.5,226.1,967
358,22,15,2013,5,18.5,254,1088
360,0,16,2011,7,25.6,179,659
361,1,16,2011,8,25.5,180.5,619
362,2,16,2011,9,22.7,167.1,563
363,3,16,2011,10,16.5,152.6,511
364,4,16,2011,11,11.5,157.8,467
365,5,16,2011,12,4.3,192.4,545
366,6,16,2012,1,1.6,198.9,578
367,7,16,2012,2,2.8,159.5,499
368,8,16,2012,3,6.7,159.2,567
369,9,16,2012,4,12.3,178.3,641
370,10,16,2012,5,17.4,200.3,690
371,11,16,2012,6,19.9,153.9,592
372,12,16,2012,7,24.7,174.1,695
373,13,16,2012,8,26.8,261.5,805
374,14,16,2012,9,23.7,177.1,588
375,15,16,2012,10,16.6,179.6,520
376,16,16,2012,11,9.4,171.8,402
377,17,16,2012,12,3.6,167.4,350
378,18,16,2013,1,2,216.3,451
379,19,16,2013,2,3.3,183.7,468
380,20,16,2013,3,9.8,200.4,625
381,21,16,2013,4,12.5,213,721
382,22,16,2013,5,17.5,243.8,839
384,0,17,2011,7,26.8,188.8,706
385,1,17,2011,8,26.8,179.1,684
386,2,17,2011,9,23.2,167.4,595
387,3,17,2011,10,17.2,175.5,597
388,4,17,2011,11,12,173.7,518
389,5,17,2011,12,4.9,217.7,580
390,6,17,2012,1,2.2,215.3,616
391,7,17,2012,2,3.5,178.8,579
392,8,17,2012,3,7.8,181.6,651
393,9,17,2012,4,13.8,201.6,725
394,10,17,2012,5,18.4,218.7,749
395,11,17,2012,6,21.8,152.1,645
396,12,17,2012,7,26.2,169.8,661
397,13,17,2012,8,27.8,257.9,822
398,14,17,2012,9,24.7,183.2,665
399,15,17,2012,10,17.4,201.2,655
400,16,17,2012,11,9.7,203.5,582
401,17,17,2012,12,3.8,194.2,534
402,18,17,2013,1,2,234.6,640
403,19,17,2013,2,4.2,201.8,638
404,20,17,2013,3,11.2,234,778
405,21,17,2013,4,13.6,237.1,758
406,22,17,2013,5,19.2,258.4,838
408,0,18,2011,7,26.9,179.8,624
409,1,18,2011,8,26.8,159.8,593
410,2,18,2011,9,23.8,171,565
411,3,18,2011,10,17.5,159.7,518
412,4,18,2011,11,12.2,165.3,470
413,5,18,2011,12,5,205.6,520
414,6,18,2012,1,2.4,207.7,561
415,7,18,2012,2,3.6,170.6,517
416,8,18,2012,3,7.6,169.6,573
417,9,18,2012,4,13.6,183.4,634
418,10,18,2012,5,18.5,213.2,665
419,11,18,2012,6,21.3,144.6,565
420,12,18,2012,7,26.1,171.6,594
421,13,18,2012,8,28.2,253.4,721
422,14,18,2012,9,24.9,174.6,572
423,15,18,2012,10,17.5,184.9,567
424,16,18,2012,11,10,181.8,492
425,17,18,2012,12,4.3,185.3,482
426,18,18,2013,1,2.5,228.1,594
427,19,18,2013,2,4.2,194.5,571
428,20,18,2013,3,10.9,212.6,667
429,21,18,2013,4,13.6,219.5,668
430,22,18,2013,5,19,251.3,752
432,0,19,2011,7,25.6,179,659
433,1,19,2011,8,25.5,180.5,619
434,2,19,2011,9,22.7,167.1,563
435,3,19,2011,10,16.5,152.6,511
436,4,19,2011,11,11.5,157.8,467
437,5,19,2011,12,4.3,192.4,545
438,6,19,2012,1,1.6,198.9,578
439,7,19,2012,2,2.8,159.5,499
440,8,19,2012,3,6.7,159.2,567
441,9,19,2012,4,12.3,178.3,641
442,10,19,2012,5,17.4,200.3,690
443,11,19,2012,6,19.9,153.9,592
444,12,19,2012,7,24.7,174.1,695
445,13,19,2012,8,26.8,261.5,805
446,14,19,2012,9,23.7,177.1,588
447,15,19,2012,10,16.6,179.6,520
448,16,19,2012,11,9.4,171.8,402
449,17,19,2012,12,3.6,167.4,350
450,18,19,2013,1,2,216.3,451
451,19,19,2013,2,3.3,183.7,468
452,20,19,2013,3,9.8,200.4,625
453,21,19,2013,4,12.5,213,721
454,22,19,2013,5,17.5,243.8,839
456,0,20,2011,7,26,182.7,567
457,1,20,2011,8,26.1,161.1,523
458,2,20,2011,9,23.7,173.5,511
459,3,20,2011,10,17.5,138.8,420
460,4,20,2011,11,12.6,147.5,390
461,5,20,2011,12,5.3,185.6,426
462,6,20,2012,1,2.7,191.8,471
463,7,20,2012,2,3.5,160.7,441
464,8,20,2012,3,7.1,152.6,496
465,9,20,2012,4,12.3,170,547
466,10,20,2012,5,17.5,205.3,595
467,11,20,2012,6,19.5,157.5,523
468,12,20,2012,7,24.8,174.6,551
469,13,20,2012,8,27.4,260.1,646
470,14,20,2012,9,24.5,173.8,476
471,15,20,2012,10,17.7,173.8,472
472,16,20,2012,11,10.9,158.7,386
473,17,20,2012,12,5.4,172.4,399
474,18,20,2013,1,3.4,222.4,509
475,19,20,2013,2,4.2,184.8,481
476,20,20,2013,3,10,189.3,540
477,21,20,2013,4,12.9,198.2,575
478,22,20,2013,5,17.1,244.2,679
480,0,21,2011,7,26.3,187.1,645
481,1,21,2011,8,26.2,173.6,629
482,2,21,2011,9,23.6,176.5,636
483,3,21,2011,10,17.3,153.7,588
484,4,21,2011,11,12.5,156.3,583
485,5,21,2011,12,5.3,192.4,707
486,6,21,2012,1,2.8,197.3,707
487,7,21,2012,2,3.5,176.8,652
488,8,21,2012,3,6.9,162.5,700
489,9,21,2012,4,12.2,175.5,719
490,10,21,2012,5,17.5,212.7,849
491,11,21,2012,6,19.8,157.8,752
492,12,21,2012,7,24.9,161.4,789
493,13,21,2012,8,27.6,264.4,954
494,14,21,2012,9,24.6,169.9,705
495,15,21,2012,10,17.7,190.5,703
496,16,21,2012,11,11,170.1,562
497,17,21,2012,12,5.6,185.3,554
498,18,21,2013,1,3.6,234.4,707
499,19,21,2013,2,4,192.9,705
500,20,21,2013,3,9.8,205.1,814
501,21,21,2013,4,12.6,210.8,839
502,22,21,2013,5,17.3,250.9,972
504,0,22,2011,7,25.9,174.5,662
505,1,22,2011,8,25.8,157.2,625
506,2,22,2011,9,22.9,167.2,569
507,3,22,2011,10,16.6,154.3,520
508,4,22,2011,11,11.5,160.3,457
509,5,22,2011,12,4.2,192.7,482
510,6,22,2012,1,1.7,197.6,529
511,7,22,2012,2,2.8,162.1,495
512,8,22,2012,3,6.8,162.9,584
513,9,22,2012,4,12.7,176.6,659
514,10,22,2012,5,17.7,206.8,701
515,11,22,2012,6,20.5,142.6,609
516,12,22,2012,7,25.2,170.2,625
517,13,22,2012,8,27.2,252.8,760
518,14,22,2012,9,23.9,173.6,587
519,15,22,2012,10,16.7,176.5,552
520,16,22,2012,11,9.3,170.6,458
521,17,22,2012,12,3.6,167.3,438
522,18,22,2013,1,2,217.7,565
523,19,22,2013,2,3.4,185.3,532
524,20,22,2013,3,9.9,204.3,658
525,21,22,2013,4,12.8,213.5,703
526,22,22,2013,5,18.3,247.4,794
528,0,23,2011,7,26.1,183.3,576
529,1,23,2011,8,26,169.7,532
530,2,23,2011,9,23.5,176.2,498
531,3,23,2011,10,17.2,150.3,444
532,4,23,2011,11,12.6,158.4,399
533,5,23,2011,12,5.2,190.5,439
534,6,23,2012,1,2.7,193.2,475
535,7,23,2012,2,3.3,168.7,464
536,8,23,2012,3,6.8,160.2,508
537,9,23,2012,4,12,176.3,550
538,10,23,2012,5,17.3,206.9,603
539,11,23,2012,6,19.7,158,519
540,12,23,2012,7,24.8,159.1,538
541,13,23,2012,8,27.4,263.7,674
542,14,23,2012,9,24.5,166.7,491
543,15,23,2012,10,17.5,187,500
544,16,23,2012,11,10.8,174.5,418
545,17,23,2012,12,5.4,183.4,429
546,18,23,2013,1,3.4,233,529
547,19,23,2013,2,3.8,195.4,506
548,20,23,2013,3,9.6,206.5,577
549,21,23,2013,4,12.5,210,601
550,22,23,2013,5,17.2,250.7,688
552,0,24,2011,7,24.8,178.1,783
553,1,24,2011,8,24.7,173.8,749
554,2,24,2011,9,21.4,159.8,603
555,3,24,2011,10,15.3,164.6,601
556,4,24,2011,11,10.6,163.7,491
557,5,24,2011,12,3.4,191.9,503
558,6,24,2012,1,0.8,195,552
559,7,24,2012,2,2,161.8,536
560,8,24,2012,3,6.2,168,674
561,9,24,2012,4,12.1,188.1,776
562,10,24,2012,5,16.7,205.8,821
563,11,24,2012,6,20.2,148.2,732
564,12,24,2012,7,24.3,167,722
565,13,24,2012,8,25.8,256.7,900
566,14,24,2012,9,22.8,181.1,694
567,15,24,2012,10,15.6,184.5,625
568,16,24,2012,11,8.3,181.2,514
569,17,24,2012,12,2.4,158.1,446
570,18,24,2013,1,0.9,213.8,582
571,19,24,2013,2,2.6,183.4,560
572,20,24,2013,3,9.3,217.4,759
573,21,24,2013,4,11.9,225.1,828
574,22,24,2013,5,17.7,250.6,922
576,0,25,2011,7,26.1,183.3,576
577,1,25,2011,8,26,169.7,532
578,2,25,2011,9,23.5,176.2,498
579,3,25,2011,10,17.2,150.3,444
580,4,25,2011,11,12.6,158.4,399
581,5,25,2011,12,5.2,190.5,439
582,6,25,2012,1,2.7,193.2,475
583,7,25,2012,2,3.3,168.7,464
584,8,25,2012,3,6.8,160.2,508
585,9,25,2012,4,12,176.3,550
586,10,25,2012,5,17.3,206.9,603
587,11,25,2012,6,19.7,158,519
588,12,25,2012,7,24.8,159.1,538
589,13,25,2012,8,27.4,263.7,674
590,14,25,2012,9,24.5,166.7,491
591,15,25,2012,10,17.5,187,500
592,16,25,2012,11,10.8,174.5,418
593,17,25,2012,12,5.4,183.4,429
594,18,25,2013,1,3.4,233,529
595,19,25,2013,2,3.8,195.4,506
596,20,25,2013,3,9.6,206.5,577
597,21,25,2013,4,12.5,210,601
598,22,25,2013,5,17.2,250.7,688
600,0,26,2011,7,27.2,175.2,620
601,1,26,2011,8,26.9,153.1,607
602,2,26,2011,9,24.2,177.6,660
603,3,26,2011,10,17.6,158.8,607
604,4,26,2011,11,12.3,165.8,616
605,5,26,2011,12,5,200.3,742
606,6,26,2012,1,2.6,205.6,743
607,7,26,2012,2,3.6,178.4,665
608,8,26,2012,3,7.3,167.5,698
609,9,26,2012,4,13.2,170.8,715
610,10,26,2012,5,18.6,215.2,835
611,11,26,2012,6,21,137.4,714
612,12,26,2012,7,26.2,160.1,766
613,13,26,2012,8,28.8,253.2,929
614,14,26,2012,9,25.1,162.3,708
615,15,26,2012,10,17.7,185.2,711
616,16,26,2012,11,10.4,171.4,579
617,17,26,2012,12,4.9,189.3,585
618,18,26,2013,1,3.3,233.6,746
619,19,26,2013,2,4.1,195.4,728
620,20,26,2013,3,10.3,207.1,830
621,21,26,2013,4,13.4,214.5,843
622,22,26,2013,5,19,250.8,960
624,0,27,2011,7,27.3,175.8,629
625,1,27,2011,8,26.8,161.7,616
626,2,27,2011,9,24,180.3,647
627,3,27,2011,10,17.3,170.3,631
628,4,27,2011,11,12.3,176.7,625
629,5,27,2011,12,4.9,205.2,755
630,6,27,2012,1,2.6,207,747
631,7,27,2012,2,3.4,186.5,688
632,8,27,2012,3,7,175.1,710
633,9,27,2012,4,12.9,177.1,717
634,10,27,2012,5,18.4,216.8,843
635,11,27,2012,6,21.2,137.9,710
636,12,27,2012,7,26.2,144.5,753
637,13,27,2012,8,28.8,256.8,958
638,14,27,2012,9,25,155.2,723
639,15,27,2012,10,17.5,198.4,740
640,16,27,2012,11,10.3,187.2,611
641,17,27,2012,12,4.9,200.3,615
642,18,27,2013,1,3.3,244.2,766
643,19,27,2013,2,3.7,206,753
644,20,27,2013,3,9.8,224.3,867
645,21,27,2013,4,12.9,226.4,869
646,22,27,2013,5,19.1,257.2,970
648,0,28,2011,7,27.2,184.2,702
649,1,28,2011,8,26.9,172.4,698
650,2,28,2011,9,23.7,174,690
651,3,28,2011,10,17.3,174.6,686
652,4,28,2011,11,12.1,174.1,664
653,5,28,2011,12,5,212.4,802
654,6,28,2012,1,2.5,213.2,797
655,7,28,2012,2,3.6,186.7,727
656,8,28,2012,3,7.5,179.5,776
657,9,28,2012,4,13.4,189,806
658,10,28,2012,5,18.5,220.7,919
659,11,28,2012,6,21.6,144.9,794
660,12,28,2012,7,26.3,158.3,832
661,13,28,2012,8,28.4,257.7,1030
662,14,28,2012,9,24.9,170.8,801
663,15,28,2012,10,17.5,201.5,799
664,16,28,2012,11,10.1,193.2,668
665,17,28,2012,12,4.4,198.2,637
666,18,28,2013,1,2.8,240.1,792
667,19,28,2013,2,4.1,202.7,795
668,20,28,2013,3,10.6,228.5,941
669,21,28,2013,4,13.4,232.1,932
670,22,28,2013,5,19.2,257.9,1046
672,0,29,2011,7,25.6,179,659
673,1,29,2011,8,25.5,180.5,619
674,2,29,2011,9,22.7,167.1,563
675,3,29,2011,10,16.5,152.6,511
676,4,29,2011,11,11.5,157.8,467
677,5,29,2011,12,4.3,192.4,545
678,6,29,2012,1,1.6,198.9,578
679,7,29,2012,2,2.8,159.5,499
680,8,29,2012,3,6.7,159.2,567
681,9,29,2012,4,12.3,178.3,641
682,10,29,2012,5,17.4,200.3,690
683,11,29,2012,6,19.9,153.9,592
684,12,29,2012,7,24.7,174.1,695
685,13,29,2012,8,26.8,261.5,805
686,14,29,2012,9,23.7,177.1,588
687,15,29,2012,10,16.6,179.6,520
688,16,29,2012,11,9.4,171.8,402
689,17,29,2012,12,3.6,167.4,350
690,18,29,2013,1,2,216.3,451
691,19,29,2013,2,3.3,183.7,468
692,20,29,2013,3,9.8,200.4,625
693,21,29,2013,4,12.5,213,721
694,22,29,2013,5,17.5,243.8,839
696,0,30,2011,7,27,180.4,633
697,1,30,2011,8,26.7,168.5,601
698,2,30,2011,9,23.5,173.7,552
699,3,30,2011,10,17.2,171.2,542
700,4,30,2011,11,12.2,176.3,479
701,5,30,2011,12,4.9,210.5,533
