House, EnergyProduction
172, 471.12374438217637
173, 632.6977799064587
174, 658.2059382829704
175, 468.52501322175533
176, 466.34944741029875
177, 687.0174261575678
178, 519.4788140842029
179, 658.2059382829704
180, 519.4788140842029
181, 530.3444190625836
182, 548.1147135882954
183, 502.413662522524
184, 610.4350665050231
185, 687.0174261575678
186, 454.5619513742437
187, 658.2059382829704
188, 526.0472289246759
189, 590.8002375607111
190, 687.0174261575678
191, 519.4788140842029
192, 590.8002375607111
193, 530.3444190625836
194, 502.413662522524
195, 619.1590327350106
196, 548.1147135882954
197, 468.4281746926613
198, 466.34944741029875
199, 526.0472289246759
200, 619.1590327350106
201, 447.4445690000405
202, 468.4281746926613
203, 453.8176939437037
204, 557.6035213567822
205, 557.6035213567822
206, 468.52501322175533
207, 467.36728762210385
208, 619.1590327350106
209, 463.44905890683685
210, 590.8002375607111
211, 466.34944741029875
212, 687.0174261575678
213, 467.36728762210385
214, 447.4445690000405
215, 604.5579768651442
216, 454.5619513742437
217, 454.5619513742437
218, 519.4788140842029
219, 468.52501322175533
220, 468.52501322175533
221, 658.2059382829704
222, 619.1590327350106
223, 557.6035213567822
224, 454.5619513742437
225, 526.0472289246759
226, 468.4281746926613
227, 463.44905890683685
228, 520.5252635362156
229, 471.12374438217637
230, 658.2059382829704
231, 453.8176939437037
232, 530.3444190625836
233, 520.5252635362156
234, 610.4350665050231
235, 520.5252635362156
236, 590.8002375607111
237, 447.4445690000405
238, 428.96705163894575
239, 526.0472289246759
240, 447.4445690000405
241, 468.52501322175533
242, 453.8176939437037
243, 526.0472289246759
244, 468.4281746926613
245, 467.36728762210385
246, 454.5619513742437
247, 519.4788140842029
248, 557.6035213567822
249, 548.1147135882954
250, 520.5252635362156
251, 557.6035213567822
252, 467.36728762210385
253, 520.5252635362156
254, 520.5252635362156
255, 468.52501322175533
256, 570.683232629798
257, 526.0472289246759
258, 604.5579768651442
259, 467.36728762210385
260, 557.6035213567822
261, 447.4445690000405
262, 687.0174261575678
263, 463.44905890683685
264, 468.52501322175533
265, 590.8002375607111
266, 590.8002375607111
267, 468.52501322175533
268, 468.52501322175533
269, 548.1147135882954
270, 468.52501322175533
271, 619.1590327350106
272, 658.2059382829704
273, 552.994400490235
274, 468.52501322175533
275, 463.44905890683685
276, 557.6035213567822
277, 773.0362154359623
278, 552.994400490235
279, 520.5252635362156
280, 590.8002375607111
281, 687.0174261575678
282, 530.3444190625836
283, 610.4350665050231
284, 520.5252635362156
285, 447.4445690000405
286, 548.1147135882954
287, 463.44905890683685
288, 520.5252635362156
289, 658.2059382829704
290, 604.5579768651442
291, 590.8002375607111
292, 453.8176939437037
293, 454.5619513742437
294, 466.34944741029875
295, 552.994400490235
296, 468.52501322175533
297, 502.413662522524
298, 428.96705163894575
299, 610.4350665050231
300, 600.0757343407197
301, 471.12374438217637
302, 468.4281746926613
303, 557.6035213567822
304, 590.8002375607111
305, 548.1147135882954
306, 552.994400490235
307, 530.3444190625836
308, 552.994400490235
309, 467.36728762210385
310, 471.12374438217637
311, 557.6035213567822
312, 447.4445690000405
313, 619.1590327350106
314, 632.6977799064587
315, 600.0757343407197
316, 447.4445690000405
317, 600.0757343407197
318, 600.0757343407197
319, 600.0757343407197
320, 471.12374438217637
321, 467.36728762210385
322, 502.413662522524
323, 502.413662522524
324, 530.3444190625836
325, 619.1590327350106
326, 519.4788140842029
327, 552.994400490235
328, 526.0472289246759
329, 600.0757343407197
330, 520.5252635362156
331, 632.6977799064587
332, 468.52501322175533
333, 658.2059382829704
334, 610.4350665050231
335, 468.4281746926613
336, 530.3444190625836
337, 548.1147135882954
338, 687.0174261575678
339, 600.0757343407197
340, 619.1590327350106
341, 687.0174261575678
342, 658.2059382829704
343, 520.5252635362156
344, 453.8176939437037
345, 468.4281746926613
346, 453.8176939437037
347, 570.683232629798
348, 658.2059382829704
349, 428.96705163894575
350, 604.5579768651442
351, 590.8002375607111
352, 466.34944741029875
353, 570.683232629798
354, 520.5252635362156
355, 600.0757343407197
356, 502.413662522524
357, 463.44905890683685
358, 502.413662522524
359, 463.44905890683685
360, 658.2059382829704
361, 468.4281746926613
362, 590.8002375607111
363, 600.0757343407197
364, 610.4350665050231
365, 773.0362154359623
366, 610.4350665050231
367, 468.4281746926613
368, 468.52501322175533
369, 467.36728762210385
370, 526.0472289246759
371, 590.8002375607111
372, 530.3444190625836
373, 526.0472289246759
374, 604.5579768651442
375, 632.6977799064587
376, 604.5579768651442
377, 502.413662522524
378, 600.0757343407197
379, 468.52501322175533
380, 520.5252635362156
381, 590.8002375607111
382, 619.1590327350106
383, 466.34944741029875
384, 604.5579768651442
385, 570.683232629798
386, 687.0174261575678
387, 552.994400490235
388, 619.1590327350106
389, 610.4350665050231
390, 454.5619513742437
391, 687.0174261575678
392, 557.6035213567822
393, 619.1590327350106
394, 428.96705163894575
395, 773.0362154359623
396, 530.3444190625836
397, 428.96705163894575
398, 447.4445690000405
399, 590.8002375607111
400, 454.5619513742437
401, 530.3444190625836
402, 468.52501322175533
403, 552.994400490235
404, 530.3444190625836
405, 530.3444190625836
406, 453.8176939437037
407, 632.6977799064587
408, 604.5579768651442
409, 610.4350665050231
410, 453.8176939437037
411, 619.1590327350106
412, 502.413662522524
413, 600.0757343407197
414, 548.1147135882954
415, 502.413662522524
416, 519.4788140842029
417, 590.8002375607111
418, 548.1147135882954
419, 604.5579768651442
420, 520.5252635362156
421, 502.413662522524
422, 604.5579768651442
423, 590.8002375607111
424, 468.52501322175533
425, 468.4281746926613
426, 632.6977799064587
427, 610.4350665050231
428, 454.5619513742437
429, 454.5619513742437
430, 520.5252635362156
431, 557.6035213567822
432, 447.4445690000405
433, 570.683232629798
434, 619.1590327350106
435, 454.5619513742437
436, 453.8176939437037
437, 600.0757343407197
438, 463.44905890683685
439, 463.44905890683685
440, 428.96705163894575
441, 463.44905890683685
442, 557.6035213567822
443, 773.0362154359623
444, 471.12374438217637
445, 502.413662522524
446, 454.5619513742437
447, 687.0174261575678
448, 570.683232629798
449, 471.12374438217637
450, 428.96705163894575
451, 454.5619513742437
452, 530.3444190625836
453, 604.5579768651442
454, 658.2059382829704
455, 502.413662522524
456, 519.4788140842029
457, 600.0757343407197
458, 658.2059382829704
459, 610.4350665050231
460, 454.5619513742437
461, 687.0174261575678
462, 466.34944741029875
463, 468.52501322175533
464, 453.8176939437037
465, 530.3444190625836
466, 467.36728762210385
467, 552.994400490235
468, 548.1147135882954
469, 463.44905890683685
470, 519.4788140842029
471, 658.2059382829704
472, 453.8176939437037
473, 466.34944741029875
474, 428.96705163894575
475, 454.5619513742437
476, 548.1147135882954
477, 604.5579768651442
478, 548.1147135882954
479, 471.12374438217637
480, 502.413662522524
481, 447.4445690000405
482, 502.413662522524
483, 466.34944741029875
484, 526.0472289246759
485, 610.4350665050231
486, 557.6035213567822
487, 530.3444190625836
488, 502.413662522524
489, 557.6035213567822
490, 428.96705163894575
491, 519.4788140842029
492, 632.6977799064587
493, 658.2059382829704
494, 453.8176939437037
495, 468.52501322175533
496, 463.44905890683685
497, 600.0757343407197
498, 619.1590327350106
499, 590.8002375607111
500, 570.683232629798
