2013/01/01,11:15,4W
2013/01/01,11:20,37W
2013/01/01,11:25,88W
2013/01/01,11:30,54W
2013/01/01,11:35,54W
2013/01/01,11:40,2W
2013/01/01,11:45,65W
2013/01/01,11:50,79W
2013/01/01,11:55,74W
2013/01/01,12:00,85W
2013/01/01,12:05,65W
2013/01/01,12:10,68W
2013/01/01,12:15,19W
2013/01/01,12:20,59W
2013/01/01,12:25,20W
2013/01/01,12:30,94W
2013/01/01,12:35,48W
2013/01/01,12:40,1W
2013/01/01,12:45,74W
2013/01/01,12:50,4W
2013/01/01,12:55,20W
2013/01/01,13:00,23W
2013/01/01,13:05,53W
2013/01/01,13:10,26W
2013/01/01,13:15,86W
2013/01/01,13:20,36W
2013/01/01,13:25,44W
2013/01/01,13:30,22W
2013/01/01,13:35,84W
2013/01/01,13:40,15W
2013/01/01,13:45,15W
2013/01/01,13:50,24W
2013/01/01,13:55,51W
2013/01/01,14:00,37W
2013/01/01,14:05,20W
2013/01/01,14:10,85W
2013/01/01,14:15,68W
2013/01/01,14:20,17W
2013/01/01,14:25,27W
2013/01/01,14:30,99W
2013/01/01,14:35,1W
2013/01/01,14:40,89W
2013/01/01,14:45,67W
2013/01/01,14:50,91W
2013/01/01,14:55,78W
2013/01/01,15:00,90W
2013/01/01,15:05,58W
2013/01/01,15:10,67W
2013/01/01,15:15,7W
2013/01/01,15:20,92W
2013/01/01,15:25,59W
2013/01/01,15:30,0W
2013/01/01,15:35,16W
2013/01/01,15:40,81W
2013/01/01,15:45,83W
2013/01/01,15:50,61W
2013/01/01,15:55,60W
2013/01/01,16:00,96W
2013/01/01,16:05,5W
2013/01/01,16:10,83W
2013/01/01,16:15,87W
2013/01/01,16:20,86W
2013/01/01,16:25,75W
2013/01/01,16:30,72W
2013/01/01,16:35,35W
2013/01/01,16:40,51W
2013/01/01,16:45,15W
2013/01/01,16:50,67W
2013/01/01,16:55,26W
2013/01/01,17:00,95W
2013/01/01,17:05,50W
2013/01/01,17:10,93W
2013/01/01,17:15,91W
2013/01/01,17:20,85W
2013/01/01,17:25,29W
2013/01/01,17:30,62W
2013/01/01,17:35,22W
2013/01/01,17:40,90W
2013/01/01,17:45,5W
2013/01/01,17:50,43W
2013/01/01,17:55,73W
2013/01/01,18:00,35W
2013/01/01,18:05,77W
2013/01/01,18:10,84W
2013/01/01,18:15,42W
2013/01/01,18:20,8W
2013/01/01,18:25,67W
2013/01/01,18:30,88W
2013/01/01,18:35,87W
2013/01/01,18:40,1W
2013/01/01,18:45,40W
2013/01/01,18:50,33W
2013/01/01,18:55,86W
2013/01/01,19:00,91W
2013/01/01,19:05,19W
2013/01/01,19:10,5W
2013/01/01,19:15,21W
2013/01/01,19:20,60W
2013/01/01,19:25,80W
2013/01/01,19:30,58W
2013/01/01,19:35,93W
2013/01/01,19:40,81W
2013/01/01,19:45,78W
2013/01/01,19:50,74W
2013/01/01,19:55,68W
2013/01/01,20:00,93W
2013/01/01,20:05,45W
2013/01/01,20:10,40W
2013/01/01,20:15,48W
2013/01/01,20:20,42W
2013/01/01,20:25,30W
2013/01/01,20:30,79W
2013/01/01,20:35,28W
2013/01/01,20:40,75W
2013/01/01,20:45,35W
2013/01/01,20:50,41W
2013/01/01,20:55,74W
2013/01/01,21:00,45W
2013/01/01,21:05,7W
2013/01/01,21:10,55W
2013/01/01,21:15,83W
2013/01/01,21:20,64W
2013/01/01,21:25,4W
2013/01/01,21:30,72W
2013/01/01,21:35,72W
2013/01/01,21:40,51W
2013/01/01,21:45,86W
2013/01/01,21:50,41W
2013/01/01,21:55,22W
2013/01/01,22:00,41W
2013/01/01,22:05,75W
2013/01/01,22:10,69W
2013/01/01,22:15,0W
2013/01/01,22:20,6W
2013/01/01,22:25,14W
2013/01/01,22:30,89W
2013/01/01,22:35,4W
2013/01/01,22:40,96W
2013/01/01,22:45,26W
2013/01/01,22:50,49W
2013/01/01,22:55,24W
2013/01/01,23:00,71W
2013/01/01,23:05,65W
2013/01/01,23:10,79W
2013/01/01,23:15,24W
2013/01/01,23:20,9W
2013/01/01,23:25,97W
2013/01/01,23:30,46W
2013/01/01,23:35,82W
2013/01/01,23:40,56W
2013/01/01,23:45,86W
2013/01/01,23:50,48W
2013/01/01,23:55,56W
2013/01/02,00:00,82W
2013/01/02,00:05,41W
2013/01/02,00:10,36W
2013/01/02,00:15,18W
2013/01/02,00:20,50W
2013/01/02,00:25,90W
2013/01/02,00:30,14W
2013/01/02,00:35,28W
2013/01/02,00:40,92W
2013/01/02,00:45,21W
2013/01/02,00:50,49W
2013/01/02,00:55,77W
2013/01/02,01:00,31W
2013/01/02,01:05,40W
2013/01/02,01:10,32W
2013/01/02,01:15,43W
2013/01/02,01:20,96W
2013/01/02,01:25,21W
2013/01/02,01:30,34W
2013/01/02,01:35,93W
2013/01/02,01:40,28W
2013/01/02,01:45,38W
2013/01/02,01:50,87W
2013/01/02,01:55,3W
2013/01/02,02:00,19W
2013/01/02,02:05,43W
2013/01/02,02:10,91W
2013/01/02,02:15,96W
2013/01/02,02:20,44W
2013/01/02,02:25,71W
2013/01/02,02:30,85W
2013/01/02,02:35,79W
2013/01/02,02:40,57W
2013/01/02,02:45,60W
2013/01/02,02:50,26W
2013/01/02,02:55,52W
2013/01/02,03:00,67W
2013/01/02,03:05,81W
2013/01/02,03:10,46W
2013/01/02,03:15,85W
2013/01/02,03:20,59W
2013/01/02,03:25,89W
2013/01/02,03:30,8W
2013/01/02,03:35,69W
2013/01/02,03:40,92W
2013/01/02,03:45,46W
2013/01/02,03:50,37W
2013/01/02,03:55,86W
2013/01/02,04:00,36W
2013/01/02,04:05,68W
2013/01/02,04:10,70W
2013/01/02,04:15,52W
2013/01/02,04:20,30W
2013/01/02,04:25,65W
2013/01/02,04:30,83W
2013/01/02,04:35,82W
2013/01/02,04:40,15W
2013/01/02,04:45,6W
2013/01/02,04:50,16W
2013/01/02,04:55,68W
2013/01/02,05:00,58W
2013/01/02,05:05,84W
2013/01/02,05:10,87W
2013/01/02,05:15,94W
2013/01/02,05:20,90W
2013/01/02,05:25,16W
2013/01/02,05:30,41W
2013/01/02,05:35,85W
2013/01/02,05:40,71W
2013/01/02,05:45,40W
2013/01/02,05:50,26W
2013/01/02,05:55,16W
2013/01/02,06:00,0W
2013/01/02,06:05,24W
2013/01/02,06:10,57W
2013/01/02,06:15,7W
2013/01/02,06:20,71W
2013/01/02,06:25,14W
2013/01/02,06:30,13W
2013/01/02,06:35,83W
2013/01/02,06:40,20W
2013/01/02,06:45,3W
2013/01/02,06:50,93W
2013/01/02,06:55,45W
2013/01/02,07:00,13W
2013/01/02,07:05,30W
2013/01/02,07:10,54W
2013/01/02,07:15,22W
2013/01/02,07:20,19W
2013/01/02,07:25,70W
2013/01/02,07:30,14W
2013/01/02,07:35,60W
2013/01/02,07:40,81W
2013/01/02,07:45,35W
2013/01/02,07:50,58W
2013/01/02,07:55,79W
2013/01/02,08:00,62W
2013/01/02,08:05,46W
2013/01/02,08:10,5W
2013/01/02,08:15,98W
2013/01/02,08:20,81W
2013/01/02,08:25,95W
2013/01/02,08:30,37W
2013/01/02,08:35,69W
2013/01/02,08:40,65W
2013/01/02,08:45,49W
2013/01/02,08:50,88W
2013/01/02,08:55,85W
2013/01/02,09:00,63W
2013/01/02,09:05,38W
2013/01/02,09:10,40W
2013/01/02,09:15,56W
2013/01/02,09:20,36W
2013/01/02,09:25,32W
2013/01/02,09:30,15W
2013/01/02,09:35,84W
2013/01/02,09:40,16W
2013/01/02,09:45,56W
2013/01/02,09:50,73W
2013/01/02,09:55,26W
2013/01/02,10:00,33W
2013/01/02,10:05,61W
2013/01/02,10:10,39W
2013/01/02,10:15,73W
2013/01/02,10:20,14W
2013/01/02,10:25,13W
2013/01/02,10:30,78W
2013/01/02,10:35,73W
2013/01/02,10:40,15W
2013/01/02,10:45,57W
2013/01/02,10:50,55W
2013/01/02,10:55,75W
2013/01/02,11:00,54W
2013/01/02,11:05,59W
2013/01/02,11:10,22W
2013/01/02,11:15,57W
2013/01/02,11:20,36W
2013/01/02,11:25,21W
2013/01/02,11:30,69W
2013/01/02,11:35,8W
2013/01/02,11:40,22W
2013/01/02,11:45,7W
2013/01/02,11:50,65W
2013/01/02,11:55,4W
2013/01/02,12:00,28W
2013/01/02,12:05,42W
2013/01/02,12:10,41W
2013/01/02,12:15,20W
2013/01/02,12:20,55W
2013/01/02,12:25,49W
2013/01/02,12:30,92W
2013/01/02,12:35,89W
2013/01/02,12:40,35W
2013/01/02,12:45,98W
2013/01/02,12:50,2W
2013/01/02,12:55,62W
2013/01/02,13:00,24W
2013/01/02,13:05,42W
2013/01/02,13:10,34W
2013/01/02,13:15,68W
2013/01/02,13:20,66W
2013/01/02,13:25,25W
2013/01/02,13:30,54W
2013/01/02,13:35,0W
2013/01/02,13:40,73W
2013/01/02,13:45,18W
2013/01/02,13:50,20W
2013/01/02,13:55,94W
2013/01/02,14:00,51W
2013/01/02,14:05,99W
2013/01/02,14:10,85W
2013/01/02,14:15,47W
2013/01/02,14:20,32W
2013/01/02,14:25,41W
2013/01/02,14:30,26W
2013/01/02,14:35,87W
2013/01/02,14:40,68W
2013/01/02,14:45,46W
2013/01/02,14:50,94W
2013/01/02,14:55,53W
2013/01/02,15:00,15W
2013/01/02,15:05,75W
2013/01/02,15:10,39W
2013/01/02,15:15,66W
2013/01/02,15:20,11W
2013/01/02,15:25,10W
2013/01/02,15:30,48W
2013/01/02,15:35,97W
2013/01/02,15:40,64W
2013/01/02,15:45,15W
2013/01/02,15:50,60W
2013/01/02,15:55,84W
2013/01/02,16:00,8W
2013/01/02,16:05,39W
2013/01/02,16:10,74W
2013/01/02,16:15,52W
2013/01/02,16:20,71W
2013/01/02,16:25,25W
2013/01/02,16:30,44W
2013/01/02,16:35,14W
2013/01/02,16:40,96W
2013/01/02,16:45,15W
2013/01/02,16:50,83W
2013/01/02,16:55,55W
2013/01/02,17:00,18W
2013/01/02,17:05,60W
2013/01/02,17:10,93W
2013/01/02,17:15,26W
2013/01/02,17:20,84W
2013/01/02,17:25,74W
2013/01/02,17:30,94W
2013/01/02,17:35,1W
2013/01/02,17:40,80W
2013/01/02,17:45,20W
2013/01/02,17:50,45W
2013/01/02,17:55,74W
2013/01/02,18:00,32W
2013/01/02,18:05,47W
2013/01/02,18:10,95W
2013/01/02,18:15,23W
2013/01/02,18:20,89W
2013/01/02,18:25,14W
2013/01/02,18:30,82W
2013/01/02,18:35,70W
2013/01/02,18:40,8W
2013/01/02,18:45,50W
2013/01/02,18:50,99W
2013/01/02,18:55,75W
2013/01/02,19:00,7W
2013/01/02,19:05,23W
2013/01/02,19:10,42W
2013/01/02,19:15,60W
2013/01/02,19:20,13W
2013/01/02,19:25,78W
2013/01/02,19:30,79W
2013/01/02,19:35,0W
2013/01/02,19:40,88W
2013/01/02,19:45,84W
2013/01/02,19:50,59W
2013/01/02,19:55,91W
2013/01/02,20:00,44W
2013/01/02,20:05,54W
2013/01/02,20:10,66W
2013/01/02,20:15,78W
2013/01/02,20:20,37W
2013/01/02,20:25,86W
2013/01/02,20:30,11W
2013/01/02,20:35,34W
2013/01/02,20:40,81W
2013/01/02,20:45,97W
2013/01/02,20:50,42W
2013/01/02,20:55,48W
2013/01/02,21:00,88W
2013/01/02,21:05,15W
2013/01/02,21:10,8W
2013/01/02,21:15,68W
2013/01/02,21:20,81W
2013/01/02,21:25,87W
2013/01/02,21:30,62W
2013/01/02,21:35,23W
2013/01/02,21:40,18W
2013/01/02,21:45,70W
2013/01/02,21:50,42W
2013/01/02,21:55,44W
2013/01/02,22:00,73W
2013/01/02,22:05,99W
2013/01/02,22:10,54W
2013/01/02,22:15,53W
2013/01/02,22:20,1W
2013/01/02,22:25,49W
2013/01/02,22:30,3W
2013/01/02,22:35,72W
2013/01/02,22:40,76W
2013/01/02,22:45,37W
2013/01/02,22:50,84W
2013/01/02,22:55,52W
2013/01/02,23:00,14W
2013/01/02,23:05,66W
2013/01/02,23:10,17W
2013/01/02,23:15,51W
2013/01/02,23:20,8W
2013/01/02,23:25,23W
2013/01/02,23:30,81W
2013/01/02,23:35,15W
2013/01/02,23:40,40W
2013/01/02,23:45,12W
2013/01/02,23:50,76W
2013/01/02,23:55,48W
2013/01/03,00:00,21W
2013/01/03,00:05,5W
2013/01/03,00:10,86W
2013/01/03,00:15,34W
2013/01/03,00:20,39W
2013/01/03,00:25,69W
2013/01/03,00:30,15W
2013/01/03,00:35,30W
2013/01/03,00:40,39W
2013/01/03,00:45,78W
2013/01/03,00:50,59W
2013/01/03,00:55,47W
2013/01/03,01:00,66W
2013/01/03,01:05,7W
2013/01/03,01:10,91W
2013/01/03,01:15,8W
2013/01/03,01:20,60W
2013/01/03,01:25,67W
2013/01/03,01:30,99W
2013/01/03,01:35,77W
2013/01/03,01:40,52W
2013/01/03,01:45,0W
2013/01/03,01:50,55W
2013/01/03,01:55,63W
2013/01/03,02:00,72W
2013/01/03,02:05,41W
2013/01/03,02:10,49W
2013/01/03,02:15,9W
2013/01/03,02:20,58W
2013/01/03,02:25,68W
2013/01/03,02:30,52W
2013/01/03,02:35,93W
2013/01/03,02:40,6W
2013/01/03,02:45,9W
2013/01/03,02:50,59W
2013/01/03,02:55,4W
2013/01/03,03:00,87W
2013/01/03,03:05,63W
2013/01/03,03:10,62W
2013/01/03,03:15,82W
2013/01/03,03:20,85W
2013/01/03,03:25,0W
2013/01/03,03:30,86W
2013/01/03,03:35,34W
2013/01/03,03:40,90W
2013/01/03,03:45,46W
2013/01/03,03:50,41W
2013/01/03,03:55,58W
2013/01/03,04:00,52W
2013/01/03,04:05,29W
2013/01/03,04:10,84W
2013/01/03,04:15,71W
2013/01/03,04:20,87W
2013/01/03,04:25,68W
2013/01/03,04:30,73W
2013/01/03,04:35,40W
2013/01/03,04:40,56W
2013/01/03,04:45,3W
2013/01/03,04:50,4W
2013/01/03,04:55,81W
2013/01/03,05:00,61W
2013/01/03,05:05,26W
2013/01/03,05:10,38W
2013/01/03,05:15,67W
2013/01/03,05:20,2W
2013/01/03,05:25,65W
2013/01/03,05:30,34W
2013/01/03,05:35,63W
2013/01/03,05:40,9W
2013/01/03,05:45,14W
2013/01/03,05:50,31W
2013/01/03,05:55,92W
2013/01/03,06:00,26W
2013/01/03,06:05,77W
2013/01/03,06:10,68W
2013/01/03,06:15,73W
2013/01/03,06:20,38W
2013/01/03,06:25,97W
2013/01/03,06:30,50W
2013/01/03,06:35,5W
2013/01/03,06:40,80W
2013/01/03,06:45,6W
2013/01/03,06:50,13W
2013/01/03,06:55,82W
2013/01/03,07:00,46W
2013/01/03,07:05,2W
2013/01/03,07:10,26W
2013/01/03,07:15,45W
2013/01/03,07:20,90W
2013/01/03,07:25,70W
2013/01/03,07:30,29W
2013/01/03,07:35,44W
2013/01/03,07:40,6W
2013/01/03,07:45,4W
2013/01/03,07:50,0W
2013/01/03,07:55,90W
2013/01/03,08:00,44W
2013/01/03,08:05,36W
2013/01/03,08:10,85W
2013/01/03,08:15,61W
2013/01/03,08:20,54W
2013/01/03,08:25,92W
2013/01/03,08:30,6W
2013/01/03,08:35,25W
2013/01/03,08:40,46W
2013/01/03,08:45,79W
2013/01/03,08:50,7W
2013/01/03,08:55,9W
2013/01/03,09:00,77W
2013/01/03,09:05,98W
2013/01/03,09:10,66W
2013/01/03,09:15,66W
2013/01/03,09:20,68W
2013/01/03,09:25,62W
2013/01/03,09:30,5W
2013/01/03,09:35,16W
2013/01/03,09:40,38W
2013/01/03,09:45,6W
2013/01/03,09:50,99W
2013/01/03,09:55,62W
2013/01/03,10:00,13W
2013/01/03,10:05,82W
2013/01/03,10:10,73W
2013/01/03,10:15,98W
2013/01/03,10:20,21W
2013/01/03,10:25,60W
2013/01/03,10:30,10W
2013/01/03,10:35,22W
2013/01/03,10:40,31W
2013/01/03,10:45,39W
2013/01/03,10:50,59W
2013/01/03,10:55,54W
2013/01/03,11:00,66W
2013/01/03,11:05,34W
2013/01/03,11:10,22W
2013/01/03,11:15,32W
2013/01/03,11:20,25W
2013/01/03,11:25,49W
2013/01/03,11:30,85W
2013/01/03,11:35,34W
2013/01/03,11:40,76W
2013/01/03,11:45,55W
2013/01/03,11:50,29W
2013/01/03,11:55,50W
2013/01/03,12:00,41W
2013/01/03,12:05,82W
2013/01/03,12:10,68W
2013/01/03,12:15,31W
2013/01/03,12:20,46W
2013/01/03,12:25,32W
2013/01/03,12:30,36W
2013/01/03,12:35,76W
2013/01/03,12:40,21W
2013/01/03,12:45,26W
2013/01/03,12:50,46W
2013/01/03,12:55,27W
2013/01/03,13:00,61W
2013/01/03,13:05,72W
2013/01/03,13:10,30W
2013/01/03,13:15,20W
2013/01/03,13:20,25W
2013/01/03,13:25,40W
2013/01/03,13:30,21W
2013/01/03,13:35,3W
2013/01/03,13:40,72W
2013/01/03,13:45,80W
2013/01/03,13:50,53W
2013/01/03,13:55,41W
2013/01/03,14:00,39W
2013/01/03,14:05,48W
2013/01/03,14:10,94W
2013/01/03,14:15,39W
2013/01/03,14:20,2W
2013/01/03,14:25,13W
2013/01/03,14:30,2W
2013/01/03,14:35,90W
2013/01/03,14:40,49W
2013/01/03,14:45,89W
2013/01/03,14:50,82W
2013/01/03,14:55,51W
2013/01/03,15:00,95W
2013/01/03,15:05,47W
2013/01/03,15:10,29W
2013/01/03,15:15,53W
2013/01/03,15:20,98W
2013/01/03,15:25,22W
2013/01/03,15:30,95W
2013/01/03,15:35,74W
2013/01/03,15:40,19W
2013/01/03,15:45,34W
2013/01/03,15:50,18W
2013/01/03,15:55,18W
2013/01/03,16:00,73W
2013/01/03,16:05,87W
2013/01/03,16:10,5W
2013/01/03,16:15,76W
2013/01/03,16:20,24W
2013/01/03,16:25,67W
2013/01/03,16:30,81W
2013/01/03,16:35,12W
2013/01/03,16:40,35W
2013/01/03,16:45,86W
2013/01/03,16:50,4W
2013/01/03,16:55,53W
2013/01/03,17:00,64W
2013/01/03,17:05,8W
2013/01/03,17:10,30W
2013/01/03,17:15,36W
2013/01/03,17:20,25W
2013/01/03,17:25,60W
2013/01/03,17:30,92W
2013/01/03,17:35,49W
2013/01/03,17:40,44W
2013/01/03,17:45,45W
2013/01/03,17:50,81W
2013/01/03,17:55,95W
2013/01/03,18:00,76W
2013/01/03,18:05,67W
2013/01/03,18:10,64W
2013/01/03,18:15,32W
2013/01/03,18:20,94W
2013/01/03,18:25,55W
2013/01/03,18:30,11W
2013/01/03,18:35,42W
2013/01/03,18:40,91W
2013/01/03,18:45,43W
2013/01/03,18:50,46W
2013/01/03,18:55,97W
2013/01/03,19:00,24W
2013/01/03,19:05,49W
2013/01/03,19:10,35W
2013/01/03,19:15,73W
2013/01/03,19:20,87W
2013/01/03,19:25,98W
2013/01/03,19:30,53W
2013/01/03,19:35,64W
2013/01/03,19:40,13W
2013/01/03,19:45,4W
2013/01/03,19:50,89W
2013/01/03,19:55,2W
2013/01/03,20:00,14W
2013/01/03,20:05,86W
2013/01/03,20:10,21W
2013/01/03,20:15,93W
2013/01/03,20:20,62W
2013/01/03,20:25,16W
2013/01/03,20:30,70W
2013/01/03,20:35,49W
2013/01/03,20:40,83W
2013/01/03,20:45,68W
2013/01/03,20:50,69W
2013/01/03,20:55,72W
2013/01/03,21:00,30W
2013/01/03,21:05,95W
2013/01/03,21:10,21W
2013/01/03,21:15,79W
2013/01/03,21:20,14W
2013/01/03,21:25,84W
2013/01/03,21:30,84W
2013/01/03,21:35,73W
2013/01/03,21:40,85W
2013/01/03,21:45,42W
2013/01/03,21:50,54W
2013/01/03,21:55,16W
2013/01/03,22:00,42W
2013/01/03,22:05,89W
2013/01/03,22:10,24W
2013/01/03,22:15,35W
2013/01/03,22:20,74W
2013/01/03,22:25,41W
2013/01/03,22:30,95W
2013/01/03,22:35,19W
2013/01/03,22:40,82W
2013/01/03,22:45,68W
2013/01/03,22:50,78W
2013/01/03,22:55,23W
2013/01/03,23:00,41W
2013/01/03,23:05,74W
2013/01/03,23:10,38W
2013/01/03,23:15,62W
2013/01/03,23:20,19W
2013/01/03,23:25,45W
2013/01/03,23:30,83W
2013/01/03,23:35,35W
2013/01/03,23:40,16W
2013/01/03,23:45,78W
2013/01/03,23:50,52W
2013/01/03,23:55,85W
2013/01/04,00:00,56W
2013/01/04,00:05,47W
2013/01/04,00:10,35W
2013/01/04,00:15,41W
2013/01/04,00:20,5W
2013/01/04,00:25,88W
2013/01/04,00:30,88W
2013/01/04,00:35,74W
2013/01/04,00:40,68W
2013/01/04,00:45,34W
2013/01/04,00:50,34W
2013/01/04,00:55,99W
2013/01/04,01:00,54W
2013/01/04,01:05,15W
2013/01/04,01:10,19W
2013/01/04,01:15,24W
2013/01/04,01:20,58W
2013/01/04,01:25,52W
2013/01/04,01:30,41W
2013/01/04,01:35,22W
2013/01/04,01:40,16W
2013/01/04,01:45,45W
2013/01/04,01:50,65W
2013/01/04,01:55,69W
2013/01/04,02:00,68W
2013/01/04,02:05,47W
2013/01/04,02:10,93W
2013/01/04,02:15,1W
2013/01/04,02:20,28W
2013/01/04,02:25,8W
2013/01/04,02:30,91W
2013/01/04,02:35,61W
2013/01/04,02:40,88W
2013/01/04,02:45,31W
2013/01/04,02:50,40W
2013/01/04,02:55,65W
2013/01/04,03:00,60W
2013/01/04,03:05,18W
2013/01/04,03:10,47W
2013/01/04,03:15,13W
2013/01/04,03:20,61W
2013/01/04,03:25,94W
2013/01/04,03:30,70W
2013/01/04,03:35,92W
2013/01/04,03:40,62W
2013/01/04,03:45,90W
2013/01/04,03:50,67W
2013/01/04,03:55,27W
2013/01/04,04:00,31W
2013/01/04,04:05,25W
2013/01/04,04:10,40W
2013/01/04,04:15,95W
2013/01/04,04:20,51W
2013/01/04,04:25,2W
2013/01/04,04:30,61W
2013/01/04,04:35,59W
2013/01/04,04:40,42W
2013/01/04,04:45,1W
2013/01/04,04:50,64W
2013/01/04,04:55,33W
2013/01/04,05:00,9W
2013/01/04,05:05,13W
2013/01/04,05:10,99W
2013/01/04,05:15,53W
2013/01/04,05:20,78W
2013/01/04,05:25,44W
2013/01/04,05:30,30W
2013/01/04,05:35,44W
2013/01/04,05:40,53W
2013/01/04,05:45,16W
2013/01/04,05:50,8W
2013/01/04,05:55,47W
2013/01/04,06:00,65W
2013/01/04,06:05,84W
2013/01/04,06:10,88W
2013/01/04,06:15,33W
2013/01/04,06:20,18W
2013/01/04,06:25,78W
2013/01/04,06:30,5W
2013/01/04,06:35,5W
2013/01/04,06:40,7W
2013/01/04,06:45,17W
2013/01/04,06:50,50W
2013/01/04,06:55,14W
2013/01/04,07:00,67W
2013/01/04,07:05,77W
2013/01/04,07:10,92W
2013/01/04,07:15,85W
2013/01/04,07:20,13W
2013/01/04,07:25,80W
2013/01/04,07:30,78W
2013/01/04,07:35,1W
2013/01/04,07:40,48W
2013/01/04,07:45,84W
2013/01/04,07:50,52W
2013/01/04,07:55,67W
2013/01/04,08:00,98W
2013/01/04,08:05,75W
2013/01/04,08:10,13W
2013/01/04,08:15,63W
2013/01/04,08:20,5W
2013/01/04,08:25,81W
2013/01/04,08:30,27W
2013/01/04,08:35,23W
2013/01/04,08:40,20W
2013/01/04,08:45,56W
2013/01/04,08:50,52W
2013/01/04,08:55,27W
2013/01/04,09:00,69W
2013/01/04,09:05,98W
2013/01/04,09:10,94W
2013/01/04,09:15,23W
2013/01/04,09:20,56W
2013/01/04,09:25,88W
2013/01/04,09:30,48W
2013/01/04,09:35,30W
2013/01/04,09:40,28W
2013/01/04,09:45,2W
2013/01/04,09:50,8W
2013/01/04,09:55,52W
2013/01/04,10:00,13W
2013/01/04,10:05,47W
2013/01/04,10:10,89W
2013/01/04,10:15,18W
2013/01/04,10:20,56W
2013/01/04,10:25,99W
2013/01/04,10:30,18W
2013/01/04,10:35,77W
2013/01/04,10:40,40W
2013/01/04,10:45,4W
2013/01/04,10:50,50W
2013/01/04,10:55,25W
2013/01/04,11:00,35W
2013/01/04,11:05,18W
2013/01/04,11:10,75W
2013/01/04,11:15,89W
