Time,Data
26/04/2011 02:22,719.8307576
26/04/2011 02:52,481.9012939
26/04/2011 03:22,456.2549997
26/04/2011 03:52,309.9421289
26/04/2011 04:22,319.1993737
26/04/2011 04:52,554.3865947
26/04/2011 05:22,309.1747662
26/04/2011 05:52,308.9136137
26/04/2011 06:22,547.943376
26/04/2011 06:52,310.0680488
26/04/2011 07:22,310.2674246
26/04/2011 07:52,548.7329173
26/04/2011 08:22,311.2285105
26/04/2011 08:52,310.7976342
26/04/2011 09:22,538.2161316
26/04/2011 09:52,308.9415788
26/04/2011 10:22,455.1100222
26/04/2011 10:52,947.9461454
26/04/2011 11:22,2164.811846
26/04/2011 11:52,1335.051352
26/04/2011 12:22,966.7767994
26/04/2011 12:52,152.9472368
26/04/2011 13:22,330.314586
26/04/2011 13:52,523.5038824
26/04/2011 14:22,1612.88754
26/04/2011 14:52,1421.990902
26/04/2011 15:22,908.5255006
26/04/2011 15:52,395.3252588
26/04/2011 16:22,152.5031895
26/04/2011 16:52,153.0587653
26/04/2011 17:22,449.7454376
26/04/2011 17:52,191.2498214
26/04/2011 18:22,334.6307118
26/04/2011 18:52,215.8916044
26/04/2011 19:22,154.7889776
26/04/2011 19:52,155.1265777
26/04/2011 20:22,392.3754285
26/04/2011 20:52,236.1273615
26/04/2011 21:22,178.8420817
26/04/2011 21:52,626.5168246
26/04/2011 22:22,471.4680599
26/04/2011 22:52,660.5590646
26/04/2011 23:22,792.7010497
26/04/2011 23:52,531.0246178
27/04/2011 00:22,662.4662412
27/04/2011 00:52,449.1307225
27/04/2011 01:22,448.1027937
27/04/2011 01:52,858.9108347
27/04/2011 02:22,361.8385418
27/04/2011 02:52,305.4469287
27/04/2011 03:22,338.4054196
27/04/2011 03:52,559.221342
27/04/2011 04:22,308.0122629
27/04/2011 04:52,307.9851079
27/04/2011 05:22,523.5031681
27/04/2011 05:52,376.4237623
27/04/2011 06:22,313.4909329
27/04/2011 06:52,324.7269966
27/04/2011 07:22,541.3739566
27/04/2011 07:52,308.6636684
27/04/2011 08:22,307.5896942
27/04/2011 08:52,534.4460111
27/04/2011 09:22,350.1735355
27/04/2011 09:52,306.10035
27/04/2011 10:22,1047.9116
27/04/2011 10:52,761.9613488
27/04/2011 11:22,1401.170066
27/04/2011 11:52,679.0845356
27/04/2011 12:22,943.1010547
27/04/2011 12:52,153.5881321
27/04/2011 13:22,153.9002548
27/04/2011 13:52,374.0213169
27/04/2011 14:22,226.3412977
27/04/2011 14:52,153.0695008
27/04/2011 15:22,227.7884816
27/04/2011 15:52,363.0608487
27/04/2011 16:22,153.3530786
27/04/2011 16:52,152.7722686
27/04/2011 17:22,422.2692122
27/04/2011 17:52,174.9069187
27/04/2011 18:22,153.7795478
27/04/2011 18:52,290.5030602
27/04/2011 19:22,318.0087256
27/04/2011 19:52,153.8764675
27/04/2011 20:22,154.2164105
27/04/2011 20:52,456.6647511
27/04/2011 21:22,154.1075361
27/04/2011 21:52,388.0175483
27/04/2011 22:22,680.7999599
27/04/2011 22:52,411.5678477
27/04/2011 23:22,356.007105
27/04/2011 23:52,486.8803915
28/04/2011 00:22,464.0544895
28/04/2011 00:52,349.2808935
28/04/2011 01:22,833.2742132
28/04/2011 01:52,580.1792816
28/04/2011 02:22,307.9001161
28/04/2011 02:52,309.1496085
28/04/2011 03:22,602.7457304
28/04/2011 03:52,310.362707
28/04/2011 04:22,310.5417722
28/04/2011 04:52,512.9932982
28/04/2011 05:22,399.4292415
28/04/2011 05:52,312.4025132
28/04/2011 06:22,439.3970057
28/04/2011 06:52,476.5391914
28/04/2011 07:22,311.8142041
28/04/2011 07:52,352.378938
28/04/2011 08:22,555.5986053
28/04/2011 08:52,310.0456982
28/04/2011 09:22,309.9683772
28/04/2011 09:52,481.8251528
28/04/2011 10:22,453.4097665
28/04/2011 10:52,428.1827731
28/04/2011 11:22,508.7744681
28/04/2011 11:52,220.7763158
28/04/2011 12:22,126.002193
28/04/2011 12:52,329.1340426
28/04/2011 13:22,185.0344828
28/04/2011 13:52,199.217484
28/04/2011 14:22,58.35874439
28/04/2011 14:52,58.48878924
28/04/2011 15:22,209.7553191
28/04/2011 15:52,58.34977578
28/04/2011 16:22,58.11995516
28/04/2011 16:52,203.3710021
28/04/2011 17:22,58.00896861
28/04/2011 17:52,58.42600897
28/04/2011 18:22,203.909188
28/04/2011 18:52,58.70945946
28/04/2011 19:22,58.35313901
28/04/2011 19:52,197.9164882
28/04/2011 20:22,58.25279642
28/04/2011 20:52,58.81165919
28/04/2011 21:22,200.2965739
28/04/2011 21:52,58.75336323
28/04/2011 22:22,115.4701987
28/04/2011 22:52,464.3426724
28/04/2011 23:22,281.6892178
28/04/2011 23:52,510.4564756
29/04/2011 00:22,489.8942918
29/04/2011 00:52,286.0242105
29/04/2011 01:22,384.1052632
29/04/2011 01:52,288.3915789
29/04/2011 02:22,317.6189474
29/04/2011 02:52,642.2451193
29/04/2011 03:22,315.4089936
29/04/2011 03:52,171.8631579
29/04/2011 04:22,305.9452632
29/04/2011 04:52,166.04
29/04/2011 05:22,160.6168421
29/04/2011 05:52,297.7389474
29/04/2011 06:22,158.7974684
29/04/2011 06:52,165.2531513
29/04/2011 07:22,287.3115789
29/04/2011 07:52,160.1347368
29/04/2011 08:22,173.7679325
29/04/2011 08:52,283.7684211
29/04/2011 09:22,159.6102941
29/04/2011 09:52,241.7705263
29/04/2011 10:22,852.2774194
29/04/2011 10:52,287.4726316
29/04/2011 11:22,277.3063158
29/04/2011 11:52,544.8126316
29/04/2011 12:22,467.7875264
29/04/2011 12:52,206.3852632
29/04/2011 13:22,94.60934183
29/04/2011 13:52,115.5289532
29/04/2011 14:22,170.4307359
29/04/2011 14:52,58.93033708
29/04/2011 15:22,162.4229935
29/04/2011 15:52,75.39198218
29/04/2011 16:22,59.02242152
29/04/2011 16:52,177.612069
29/04/2011 17:22,59.36098655
29/04/2011 17:52,156.6695652
29/04/2011 18:22,81.33184855
29/04/2011 18:52,64.03811659
29/04/2011 19:22,172.9094828
29/04/2011 19:52,59.40134529
29/04/2011 20:22,147.4978166
29/04/2011 20:52,94.76496674
29/04/2011 21:22,58.91255605
29/04/2011 21:52,251.5031847
29/04/2011 22:22,152.5947368
29/04/2011 22:52,187.2294737
29/04/2011 23:22,362.5894737
29/04/2011 23:52,355.0232558
30/04/2011 00:22,281.8126316
30/04/2011 00:52,523.0347368
30/04/2011 01:22,422.3389474
30/04/2011 01:52,365.2326316
30/04/2011 02:22,270.5810526
30/04/2011 02:52,843.2299803
30/04/2011 03:22,1908.46745
30/04/2011 03:52,1683.896682
30/04/2011 04:22,2054.989244
30/04/2011 04:52,868.3002754
30/04/2011 05:22,314.7162506
30/04/2011 05:52,494.1737854
30/04/2011 06:22,395.5961854
30/04/2011 06:52,315.3686804
30/04/2011 07:22,515.7389045
30/04/2011 07:52,367.3848553
30/04/2011 08:22,314.6650602
30/04/2011 08:52,549.3828707
30/04/2011 09:22,326.0015732
30/04/2011 09:52,315.679752
30/04/2011 10:22,549.8538974
30/04/2011 10:52,328.2368309
30/04/2011 11:22,1297.611213
30/04/2011 11:52,576.6649757
30/04/2011 12:22,946.5719956
30/04/2011 12:52,1022.657657
30/04/2011 13:22,418.1528364
30/04/2011 13:52,841.834036
30/04/2011 14:22,240.6666214
30/04/2011 14:52,762.2597799
30/04/2011 15:22,1216.442852
30/04/2011 15:52,423.9584539
30/04/2011 16:22,7036.273814
30/04/2011 16:52,9030.815078
30/04/2011 17:22,2384.60574
30/04/2011 17:52,8129.230192
30/04/2011 18:22,6517.912707
30/04/2011 18:52,2649.150348
30/04/2011 19:22,3333.482715
30/04/2011 19:52,916.3559066
30/04/2011 20:22,583.8346906
30/04/2011 20:52,978.7786267
30/04/2011 21:22,331.2704594
30/04/2011 21:52,450.8169595
30/04/2011 22:22,254.8800809
30/04/2011 22:52,754.3941811
30/04/2011 23:22,693.5230261
30/04/2011 23:52,611.0084076
01/05/2011 00:22,648.1707503
01/05/2011 00:52,427.7708483
01/05/2011 01:22,428.1692827
01/05/2011 01:52,734.9156345
01/05/2011 02:22,631.3302942
01/05/2011 02:52,2630.900138
01/05/2011 03:22,1399.821662
01/05/2011 03:52,1469.610403
01/05/2011 04:22,884.1076512
01/05/2011 04:52,313.8017664
01/05/2011 05:22,318.5584325
01/05/2011 05:52,527.3103864
01/05/2011 06:22,314.3493351
01/05/2011 06:52,462.5499906
01/05/2011 07:22,381.8148061
01/05/2011 07:52,315.2025246
01/05/2011 08:22,517.2855593
01/05/2011 08:52,315.355686
01/05/2011 09:22,404.7155708
01/05/2011 09:52,394.6082065
01/05/2011 10:22,2260.199603
01/05/2011 10:52,812.758198
01/05/2011 11:22,296.5637385
01/05/2011 11:52,515.7999422
01/05/2011 12:22,332.8767924
01/05/2011 12:52,427.161793
01/05/2011 13:22,502.2899927
01/05/2011 13:52,397.401726
01/05/2011 14:22,324.7966575
01/05/2011 14:52,619.4480735
01/05/2011 15:22,445.7184696
01/05/2011 15:52,504.5528935
01/05/2011 16:22,259.5535064
01/05/2011 16:52,377.9624201
01/05/2011 17:22,681.660418
01/05/2011 17:52,447.2153704
01/05/2011 18:22,218.1275751
01/05/2011 18:52,193.9495532
01/05/2011 19:22,419.8070701
01/05/2011 19:52,221.9908918
01/05/2011 20:22,2261.899068
01/05/2011 20:52,3183.254264
01/05/2011 21:22,1666.905481
01/05/2011 21:52,5643.113152
01/05/2011 22:22,4421.243257
01/05/2011 22:52,466.7412193
01/05/2011 23:22,712.7200741
01/05/2011 23:52,462.8389895
02/05/2011 00:22,462.4857924
02/05/2011 00:52,705.3068536
02/05/2011 01:22,464.8304686
02/05/2011 01:52,467.6602111
02/05/2011 02:22,951.7542924
02/05/2011 02:52,302.3938863
02/05/2011 03:22,302.4557488
02/05/2011 03:52,538.5593792
02/05/2011 04:22,304.7253497
02/05/2011 04:52,304.1292304
02/05/2011 05:22,536.9026602
02/05/2011 05:52,304.238845
02/05/2011 06:22,314.4827711
02/05/2011 06:52,517.3275716
02/05/2011 07:22,304.7492465
02/05/2011 07:52,303.7899401
02/05/2011 08:22,536.0791991
02/05/2011 08:52,302.8026696
02/05/2011 09:22,471.0109596
02/05/2011 09:52,302.3127544
02/05/2011 10:22,302.0307541
02/05/2011 10:52,911.0437243
02/05/2011 11:22,1230.214156
02/05/2011 11:52,326.2529484
02/05/2011 12:22,150.2350032
02/05/2011 12:52,149.5875233
02/05/2011 13:22,285.4407618
02/05/2011 13:52,260.0808871
02/05/2011 14:22,328.319372
02/05/2011 14:52,150.7550577
02/05/2011 15:22,149.9013814
02/05/2011 15:52,201.2231132
02/05/2011 16:22,351.8730574
02/05/2011 16:52,185.1526073
02/05/2011 17:22,306.1149897
02/05/2011 17:52,149.461709
02/05/2011 18:22,150.7643591
02/05/2011 18:52,402.037412
02/05/2011 19:22,150.5682562
02/05/2011 19:52,354.3943516
02/05/2011 20:22,150.1578747
02/05/2011 20:52,152.0350052
02/05/2011 21:22,294.3671666
02/05/2011 21:52,262.7838442
02/05/2011 22:22,149.2607611
02/05/2011 22:52,379.1320887
02/05/2011 23:22,148.5402929
02/05/2011 23:52,243.250968
03/05/2011 00:22,1169.660837
03/05/2011 00:52,748.1090631
03/05/2011 01:22,497.8019157
03/05/2011 01:52,538.1309088
03/05/2011 02:22,365.5004327
03/05/2011 02:52,320.0784821
03/05/2011 03:22,536.3900727
03/05/2011 03:52,328.0955994
03/05/2011 04:22,309.0625798
03/05/2011 04:52,506.443488
03/05/2011 05:22,359.4830375
03/05/2011 05:52,342.2958471
03/05/2011 06:22,491.0223819
03/05/2011 06:52,308.6046802
03/05/2011 07:22,308.4102733
03/05/2011 07:52,761.4544171
03/05/2011 08:22,584.9366251
03/05/2011 08:52,681.1951835
03/05/2011 09:22,1221.084296
03/05/2011 09:52,741.2219834
03/05/2011 10:22,805.6101905
03/05/2011 10:52,461.105996
03/05/2011 11:22,1915.56725
03/05/2011 11:52,1584.892256
03/05/2011 12:22,1255.316621
03/05/2011 12:52,1001.961227
03/05/2011 13:22,636.1191735
03/05/2011 13:52,504.8257946
03/05/2011 14:22,317.3608526
03/05/2011 14:52,317.3574712
03/05/2011 15:22,503.1277953
03/05/2011 15:52,301.8622978
03/05/2011 16:22,450.6511777
03/05/2011 16:52,373.5192476
03/05/2011 17:22,302.0569068
03/05/2011 17:52,521.0769571
03/05/2011 18:22,302.8611319
03/05/2011 18:52,417.0809949
03/05/2011 19:22,412.5930905
03/05/2011 19:52,303.9854694
03/05/2011 20:22,527.1363691
03/05/2011 20:52,306.0604441
03/05/2011 21:22,305.8103263
03/05/2011 21:52,
03/05/2011 22:22,
03/05/2011 22:52,
03/05/2011 23:22,
03/05/2011 23:52,
04/05/2011 00:22,
04/05/2011 00:52,
04/05/2011 01:22,
04/05/2011 01:52,
04/05/2011 02:22,
04/05/2011 02:52,
04/05/2011 03:22,
04/05/2011 03:52,
04/05/2011 04:22,
04/05/2011 04:52,
04/05/2011 05:22,
04/05/2011 05:52,
04/05/2011 06:22,
04/05/2011 06:52,
04/05/2011 07:22,
04/05/2011 07:52,
04/05/2011 08:22,
04/05/2011 08:52,
04/05/2011 09:22,
04/05/2011 09:52,
04/05/2011 10:22,
04/05/2011 10:52,
04/05/2011 11:22,
04/05/2011 11:52,
04/05/2011 12:22,
04/05/2011 12:52,
04/05/2011 13:22,
04/05/2011 13:52,
04/05/2011 14:22,
04/05/2011 14:52,
04/05/2011 15:22,
04/05/2011 15:52,
04/05/2011 16:22,
04/05/2011 16:52,
04/05/2011 17:22,
04/05/2011 17:52,
04/05/2011 18:22,
04/05/2011 18:52,
04/05/2011 19:22,
04/05/2011 19:52,
04/05/2011 20:22,
04/05/2011 20:52,
04/05/2011 21:22,
04/05/2011 21:52,
04/05/2011 22:22,
04/05/2011 22:52,
04/05/2011 23:22,
04/05/2011 23:52,
05/05/2011 00:22,
05/05/2011 00:52,
05/05/2011 01:22,
05/05/2011 01:52,
05/05/2011 02:22,
05/05/2011 02:52,
05/05/2011 03:22,
05/05/2011 03:52,
05/05/2011 04:22,
05/05/2011 04:52,
05/05/2011 05:22,
05/05/2011 05:52,
05/05/2011 06:22,
05/05/2011 06:52,
05/05/2011 07:22,
05/05/2011 07:52,
05/05/2011 08:22,
05/05/2011 08:52,
05/05/2011 09:22,
05/05/2011 09:52,
05/05/2011 10:22,
05/05/2011 10:52,
05/05/2011 11:22,
05/05/2011 11:52,
05/05/2011 12:22,
05/05/2011 12:52,
05/05/2011 13:22,
05/05/2011 13:52,
05/05/2011 14:22,
05/05/2011 14:52,
05/05/2011 15:22,
05/05/2011 15:52,
05/05/2011 16:22,
05/05/2011 16:52,
05/05/2011 17:22,
05/05/2011 17:52,
05/05/2011 18:22,
05/05/2011 18:52,
05/05/2011 19:22,
05/05/2011 19:52,
05/05/2011 20:22,
05/05/2011 20:52,
05/05/2011 21:22,
05/05/2011 21:52,
05/05/2011 22:22,
05/05/2011 22:52,
05/05/2011 23:22,
05/05/2011 23:52,
06/05/2011 00:22,
06/05/2011 00:52,
06/05/2011 01:22,
06/05/2011 01:52,
06/05/2011 02:22,
06/05/2011 02:52,
06/05/2011 03:22,
06/05/2011 03:52,
06/05/2011 04:22,
06/05/2011 04:52,
06/05/2011 05:22,
06/05/2011 05:52,
06/05/2011 06:22,
06/05/2011 06:52,
06/05/2011 07:22,
06/05/2011 07:52,
06/05/2011 08:22,
06/05/2011 08:52,
06/05/2011 09:22,
06/05/2011 09:52,
06/05/2011 10:22,
06/05/2011 10:52,
06/05/2011 11:22,
06/05/2011 11:52,
06/05/2011 12:22,
06/05/2011 12:52,
